"proteinSearched","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"pbmc","ENSG00000272510","                                            ENSG00000272510  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000272510  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:43:52 2020"
"pbmc","AGMAT","                                            AGMAT (Agmatinase) is a Protein Coding gene.                                            Diseases associated with AGMAT include Dry Eye Syndrome and Renal Cell Carcinoma, Nonpapillary.                                            Among its related pathways are Viral mRNA Translation and Regulation of activated PAK-2p34 by proteasome mediated degradation.                                            Gene Ontology (GO) annotations related to this gene include agmatinase activity.                                            An important paralog of this gene is ARG2.","                                            AGMAT (Agmatinase) is a Protein Coding gene.                                            Diseases associated with AGMAT include Dry Eye Syndrome and Renal Cell Carcinoma, Nonpapillary.                                            Among its related pathways are Viral mRNA Translation and Regulation of activated PAK-2p34 by proteasome mediated degradation.                                            Gene Ontology (GO) annotations related to this gene include agmatinase activity.                                            An important paralog of this gene is ARG2.","no summary","Fri Aug 14 09:43:53 2020"
"pbmc","DNAJC16","                                            DNAJC16 (DnaJ Heat Shock Protein Family (Hsp40) Member C16) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is DNAJC10.","                                            DNAJC16 (DnaJ Heat Shock Protein Family (Hsp40) Member C16) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is DNAJC10.","no summary","Fri Aug 14 09:43:53 2020"
"pbmc","SCARNA21B","                                            SCARNA21B (Small Cajal Body-Specific RNA 21B) is an RNA Gene, and is affiliated with the snoRNA class.                                                                                                                                                                                ","                                            SCARNA21B (Small Cajal Body-Specific RNA 21B) is an RNA Gene, and is affiliated with the snoRNA class.                                                                                                                                                                                ","Small Cajal body specific RNA 21
                        RF00602
                        ","Fri Aug 14 09:43:54 2020"
"pbmc","PIR-32251","                                            piR-32251  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-32251  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:43:54 2020"
"pbmc","RSC1A1","The protein encoded by this intronless gene inhibits the expression of the solute carrier family 5 (sodium/glucose cotransporter), member 1 gene (SLC5A1) and downregulates exocytosis of the SLC5A1 protein. The encoded protein is sometimes found coating the trans-Golgi network and other times is localized to the nucleus, depending on the cell cycle stage. This protein also inhibits the expression of solute carrier family 22 (organic cation transporter), member 2 (SLC22A2). [provided by RefSeq, Dec 2015]","                                            RSC1A1 (Regulator Of Solute Carriers 1) is a Protein Coding gene.                                            Diseases associated with RSC1A1 include Mannosidosis, Beta A, Lysosomal.                                            Among its related pathways are Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include ion channel inhibitor activity.                                            ","Mediates transcriptional and post-transcriptional regulation of SLC5A1. Inhibits a dynamin and PKC-dependent exocytotic pathway of SLC5A1. Also involved in transcriptional regulation of SLC22A2. Exhibits glucose-dependent, short-term inhibition of SLC5A1 and SLC22A2 by inhibiting the release of vesicles from the trans-Golgi network.
                         RSCA1_HUMAN,Q92681
                         ","Fri Aug 14 09:43:55 2020"
"pbmc","PIR-51879","                                            piR-51879  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-51879  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:43:56 2020"
"pbmc","MIR6728","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIR6728 (MicroRNA 6728) is an RNA Gene, and is affiliated with the miRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 09:43:56 2020"
"pbmc","ENSG00000277856","                                            ENSG00000277856  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is IGHV3-43.","                                            ENSG00000277856  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is IGHV3-43.","no summary","Fri Aug 14 09:43:59 2020"
"pbmc","IGLL5","This gene encodes one of the immunoglobulin lambda-like polypeptides. It is located within the immunoglobulin lambda locus but it does not require somatic rearrangement for expression. The first exon of this gene is unrelated to immunoglobulin variable genes; the second and third exons are the immunoglobulin lambda joining 1 and the immunoglobulin lambda constant 1 gene segments. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2010]","                                            IGLL5 (Immunoglobulin Lambda Like Polypeptide 5) is a Protein Coding gene.                                            Diseases associated with IGLL5 include Schuurs-Hoeijmakers Syndrome and Retina Lymphoma.                                                                                        Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLL1.","no summary","Fri Aug 14 09:44:00 2020"
"pbmc","IGLL1","The preB cell receptor is found on the surface of proB and preB cells, where it is involved in transduction of signals for cellular proliferation, differentiation from the proB cell to the preB cell stage, allelic exclusion at the Ig heavy chain gene locus, and promotion of Ig light chain gene rearrangements. The preB cell receptor is composed of a membrane-bound Ig mu heavy chain in association with a heterodimeric surrogate light chain. This gene encodes one of the surrogate light chain subunits and is a member of the immunoglobulin gene superfamily. This gene does not undergo rearrangement. Mutations in this gene can result in B cell deficiency and agammaglobulinemia, an autosomal recessive disease in which few or no gamma globulins or antibodies are made. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","                                            IGLL1 (Immunoglobulin Lambda Like Polypeptide 1) is a Protein Coding gene.                                            Diseases associated with IGLL1 include Agammaglobulinemia 2, Autosomal Recessive and Agammaglobulinemia, Non-Bruton Type.                                            Among its related pathways are Cell surface interactions at the vascular wall and Response to elevated platelet cytosolic Ca2+.                                                                                        An important paralog of this gene is IGLL5.","Critical for B-cell development.
                         IGLL1_HUMAN,P15814
                         ","Fri Aug 14 09:44:00 2020"
"pbmc","IGKC","                                            IGKC (Immunoglobulin Kappa Constant) is a Protein Coding gene.                                            Diseases associated with IGKC include Immunoglobulin Kappa Light Chain Deficiency and Plasma Cell Tumor.                                            Among its related pathways are Immune response Fc epsilon RI pathway and Immune response Role of DAP12 receptors in NK cells.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLC3.","                                            IGKC (Immunoglobulin Kappa Constant) is a Protein Coding gene.                                            Diseases associated with IGKC include Immunoglobulin Kappa Light Chain Deficiency and Plasma Cell Tumor.                                            Among its related pathways are Immune response Fc epsilon RI pathway and Immune response Role of DAP12 receptors in NK cells.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLC3.","Constant region of immunoglobulin light chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGKC_HUMAN,P01834
                         ","Fri Aug 14 09:44:01 2020"
"pbmc","IGHG1","                                            IGHG1 (Immunoglobulin Heavy Constant Gamma 1 (G1m Marker)) is a Protein Coding gene.                                            Diseases associated with IGHG1 include Leukemia, Chronic Lymphocytic and Heavy Chain Deposition Disease.                                            Among its related pathways are Interleukin-4 and 13 signaling and IL4-mediated signaling events.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG3.","                                            IGHG1 (Immunoglobulin Heavy Constant Gamma 1 (G1m Marker)) is a Protein Coding gene.                                            Diseases associated with IGHG1 include Leukemia, Chronic Lymphocytic and Heavy Chain Deposition Disease.                                            Among its related pathways are Interleukin-4 and 13 signaling and IL4-mediated signaling events.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG3.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGHG1_HUMAN,P01857
                         ","Fri Aug 14 09:44:01 2020"
"pbmc","IGHM","Immunoglobulins (Ig) are the antigen recognition molecules of B cells. An Ig molecule is made up of 2 identical heavy chains and 2 identical light chains (see MIM 147200) joined by disulfide bonds so that each heavy chain is linked to a light chain and the 2 heavy chains are linked together. Each Ig heavy chain has an N-terminal variable (V) region containing the antigen-binding site and a C-terminal constant (C) region, encoded by an individual C region gene, that determines the isotype of the antibody and provides effector or signaling functions. The heavy chain V region is encoded by 1 each of 3 types of genes: V genes (see MIM 147070), joining (J) genes (see MIM 147010), and diversity (D) genes (see MIM 146910). The C region genes are clustered downstream of the V region genes within the heavy chain locus on chromosome 14. The IGHM gene encodes the C region of the mu heavy chain, which defines the IgM isotype. Naive B cells express the transmembrane forms of IgM and IgD (see IGHD; MIM 1471770) on their surface. During an antibody response, activated B cells can switch to the expression of individual downstream heavy chain C region genes by a process of somatic recombination known as isotype switching. In addition, secreted Ig forms that act as antibodies can be produced by alternative RNA processing of the heavy chain C region sequences. Although the membrane forms of all Ig isotypes are monomeric, secreted IgM forms pentamers, and occasionally hexamers, in plasma (summary by Janeway et al., 2005).[supplied by OMIM, Aug 2010]","                                            IGHM (Immunoglobulin Heavy Constant Mu) is a Protein Coding gene.                                            Diseases associated with IGHM include Agammaglobulinemia 1, Autosomal Recessive and Agammaglobulinemia, Non-Bruton Type.                                            Among its related pathways are Immune response Fc epsilon RI pathway and Immune response Lectin induced complement pathway.                                            Gene Ontology (GO) annotations related to this gene include single-stranded DNA binding and phosphatidylcholine binding.                                            An important paralog of this gene is IGHA2.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268). IgM antibodies play an important role in primary defense mechanisms. They have been shown to be involved in early recognition of external invaders like bacteria and viruses, cellular waste and modified self, as well as in recognition and elimination of precancerous and cancerous lesions. The membrane-bound form is found in the majority of normal B-cells alongside with IgD. Membrane-bound IgM induces the phosphorylation of CD79A and CD79B by the Src family of protein tyrosine kinases. It may cause death of cells by apoptosis. It is also found in soluble form, which represents about 30% of the total serum immunoglobulins where it is found almost exclusively as a homopentamer. After the antigen binds to the B-cell receptor, the secreted form is secreted in large amounts (PubMed:3137579, PubMed:16895553).
                         IGHM_HUMAN,P01871
                         ","Fri Aug 14 09:44:02 2020"
"pbmc","IGHA1","                                            IGHA1 (Immunoglobulin Heavy Constant Alpha 1) is a Protein Coding gene.                                                                                        Among its related pathways are Cell surface interactions at the vascular wall and Response to elevated platelet cytosolic Ca2+.                                            Gene Ontology (GO) annotations related to this gene include antigen binding and immunoglobulin receptor binding.                                            An important paralog of this gene is IGHA2.","                                            IGHA1 (Immunoglobulin Heavy Constant Alpha 1) is a Protein Coding gene.                                                                                        Among its related pathways are Cell surface interactions at the vascular wall and Response to elevated platelet cytosolic Ca2+.                                            Gene Ontology (GO) annotations related to this gene include antigen binding and immunoglobulin receptor binding.                                            An important paralog of this gene is IGHA2.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268). Ig alpha is the major immunoglobulin class in body secretions (PubMed:2241915).
                         IGHA1_HUMAN,P01876
                         ","Fri Aug 14 09:44:03 2020"
"pbmc","IGHG2","                                            IGHG2 (Immunoglobulin Heavy Constant Gamma 2 (G2m Marker)) is a Protein Coding gene.                                            Diseases associated with IGHG2 include Immunoglobulin Kappa Light Chain Deficiency.                                            Among its related pathways are Creation of C4 and C2 activators and Regulation of actin dynamics for phagocytic cup formation.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG4.","                                            IGHG2 (Immunoglobulin Heavy Constant Gamma 2 (G2m Marker)) is a Protein Coding gene.                                            Diseases associated with IGHG2 include Immunoglobulin Kappa Light Chain Deficiency.                                            Among its related pathways are Creation of C4 and C2 activators and Regulation of actin dynamics for phagocytic cup formation.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG4.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGHG2_HUMAN,P01859
                         ","Fri Aug 14 09:44:04 2020"
"pbmc","IGHE","                                            IGHE (Immunoglobulin Heavy Constant Epsilon) is a Protein Coding gene.                                            Diseases associated with IGHE include Toxocariasis and Latex Allergy.                                            Among its related pathways are RET signaling and GAB1 signalosome.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG2.","                                            IGHE (Immunoglobulin Heavy Constant Epsilon) is a Protein Coding gene.                                            Diseases associated with IGHE include Toxocariasis and Latex Allergy.                                            Among its related pathways are RET signaling and GAB1 signalosome.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG2.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGHE_HUMAN,P01854
                         ","Fri Aug 14 09:44:04 2020"
"pbmc","IGHG3","                                            IGHG3 (Immunoglobulin Heavy Constant Gamma 3 (G3m Marker)) is a Protein Coding gene.                                            Diseases associated with IGHG3 include Heavy Chain Disease and Gamma Heavy Chain Disease.                                            Among its related pathways are IL4-mediated signaling events and Creation of C4 and C2 activators.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG1.","                                            IGHG3 (Immunoglobulin Heavy Constant Gamma 3 (G3m Marker)) is a Protein Coding gene.                                            Diseases associated with IGHG3 include Heavy Chain Disease and Gamma Heavy Chain Disease.                                            Among its related pathways are IL4-mediated signaling events and Creation of C4 and C2 activators.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG1.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGHG3_HUMAN,P01860
                         ","Fri Aug 14 09:44:05 2020"
"pbmc","IGHG4","                                            IGHG4 (Immunoglobulin Heavy Constant Gamma 4 (G4m Marker)) is a Protein Coding gene.                                                                                        Among its related pathways are Interleukin-4 and 13 signaling and Creation of C4 and C2 activators.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG2.","                                            IGHG4 (Immunoglobulin Heavy Constant Gamma 4 (G4m Marker)) is a Protein Coding gene.                                                                                        Among its related pathways are Interleukin-4 and 13 signaling and Creation of C4 and C2 activators.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHG2.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGHG4_HUMAN,P01861
                         ","Fri Aug 14 09:44:08 2020"
"pbmc","IGLC1","                                            IGLC1 (Immunoglobulin Lambda Constant 1) is a Protein Coding gene.                                                                                        Among its related pathways are Cell surface interactions at the vascular wall and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLL5.","                                            IGLC1 (Immunoglobulin Lambda Constant 1) is a Protein Coding gene.                                                                                        Among its related pathways are Cell surface interactions at the vascular wall and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLL5.","Constant region of immunoglobulin light chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGLC1_HUMAN,P0CG04
                         ","Fri Aug 14 09:44:08 2020"
"pbmc","IGHA2","                                            IGHA2 (Immunoglobulin Heavy Constant Alpha 2 (A2m Marker)) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include antigen binding and immunoglobulin receptor binding.                                            An important paralog of this gene is IGHA1.","                                            IGHA2 (Immunoglobulin Heavy Constant Alpha 2 (A2m Marker)) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include antigen binding and immunoglobulin receptor binding.                                            An important paralog of this gene is IGHA1.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268). Ig alpha is the major immunoglobulin class in body secretions (PubMed:2241915).
                         IGHA2_HUMAN,P01877
                         ","Fri Aug 14 09:44:09 2020"
"pbmc","IGHD","                                            IGHD (Immunoglobulin Heavy Constant Delta) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHA2.","                                            IGHD (Immunoglobulin Heavy Constant Delta) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHA2.","Constant region of immunoglobulin heavy chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268). IgD is the major antigen receptor isotype on the surface of most peripheral B-cells, where it is coexpressed with IgM. The membrane-bound IgD (mIgD) induces the phosphorylation of CD79A and CD79B by the Src family of protein tyrosine kinases. Soluble IgD (sIgD) concentration in serum below those of IgG, IgA, and IgM but much higher than that of IgE. IgM and IgD molecules present on B cells have identical V regions and antigen-binding sites. After the antigen binds to the B-cell receptor, the secreted form sIgD is shut off. IgD is a potent inducer of TNF, IL1B, and IL1RN. IgD also induces release of IL6, IL10, and LIF from peripheral blood mononuclear cells. Monocytes seem to be the main producers of cytokines in vitro in the presence of IgD (PubMed:8774350, PubMed:10702483, PubMed:11282392).
                         IGHD_HUMAN,P01880
                         ","Fri Aug 14 09:44:09 2020"
"pbmc","IGLC2","                                            IGLC2 (Immunoglobulin Lambda Constant 2) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLC3.","                                            IGLC2 (Immunoglobulin Lambda Constant 2) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLC3.","Constant region of immunoglobulin light chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGLC2_HUMAN,P0DOY2
                         ","Fri Aug 14 09:44:10 2020"
"pbmc","IGHV1-69","                                            IGHV1-69 (Immunoglobulin Heavy Variable 1-69) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is IGHV1-69D.","                                            IGHV1-69 (Immunoglobulin Heavy Variable 1-69) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is IGHV1-69D.","V region of the variable domain of immunoglobulin heavy chains that participates in the antigen recognition (PubMed:24600447). Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:20176268, PubMed:17576170).
                         HV169_HUMAN,P01742
                         ","Fri Aug 14 09:44:11 2020"
