"EnsemblGene","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","convalescent","healthy1","healthy2","healthy3","healthy4","healthy5","healthy6","healthy7","healthy8","healthy9","healthy10","healthy11","healthy12","healthy13","healthy14","healthy15","healthy16","healthy17","moderate1","moderate2","moderate3","moderate4","severe1","severe2","severe3","severe4","severe5","severe6","severe7","severe8","ICU1","ICU2","ICU3","ICU4","healthy_mean","moderate_mean","severe_mean","ICU_mean","mod_health_foldChange","sevr_health_foldChange","ICU_health_foldChange"
"ENSG00000258921","METTL7B","                                            METTL7B (Methyltransferase Like 7B) is a Protein Coding gene.                                            Diseases associated with METTL7B include Mental Retardation, Autosomal Dominant 38 and Optic Atrophy 7 With Or Without Auditory Neuropathy.                                                                                        Gene Ontology (GO) annotations related to this gene include methyltransferase activity and S-adenosylmethionine-dependent methyltransferase activity.                                            An important paralog of this gene is METTL7A.","                                            METTL7B (Methyltransferase Like 7B) is a Protein Coding gene.                                            Diseases associated with METTL7B include Mental Retardation, Autosomal Dominant 38 and Optic Atrophy 7 With Or Without Auditory Neuropathy.                                                                                        Gene Ontology (GO) annotations related to this gene include methyltransferase activity and S-adenosylmethionine-dependent methyltransferase activity.                                            An important paralog of this gene is METTL7A.","Probable methyltransferase.
                         MET7B_HUMAN,Q6UX53
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000258921","ENSG00000258921","                                            ENSG00000258921  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000258921  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000258921","PAN2","This gene encodes a deadenylase that functions as the catalytic subunit of the polyadenylate binding protein dependent poly(A) nuclease complex. The encoded protein is a magnesium dependent 3' to 5' exoribonuclease that is involved in the degradation of cytoplasmic mRNAs. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]","                                            PAN2 (Poly(A) Specific Ribonuclease Subunit PAN2) is a Protein Coding gene.                                                                                        Among its related pathways are Deadenylation-dependent mRNA decay and Ectoderm Differentiation.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and exonuclease activity.                                            ","Catalytic subunit of the poly(A)-nuclease (PAN) deadenylation complex, one of two cytoplasmic mRNA deadenylases involved in general and miRNA-mediated mRNA turnover. PAN specifically shortens poly(A) tails of RNA and the activity is stimulated by poly(A)-binding protein (PABP). PAN deadenylation is followed by rapid degradation of the shortened mRNA tails by the CCR4-NOT complex. Deadenylated mRNAs are then degraded by two alternative mechanisms, namely exosome-mediated 3'-5' exonucleolytic degradation, or deadenlyation-dependent mRNA decaping and subsequent 5'-3' exonucleolytic degradation by XRN1. Also acts as an important regulator of the HIF1A-mediated hypoxic response. Required for HIF1A mRNA stability independent of poly(A) tail length regulation.
                         PAN2_HUMAN,Q504Q3
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000258921","IKZF4","Members of the Ikaros (ZNFN1A1; MIM 603023) family of transcription factors, which includes Eos, are expressed in lymphocytes and are implicated in the control of lymphoid development.[supplied by OMIM, Jul 2002]","                                            IKZF4 (IKAROS Family Zinc Finger 4) is a Protein Coding gene.                                            Diseases associated with IKZF4 include Alopecia Areata and Sulfite Oxidase Deficiency, Isolated.                                                                                        Gene Ontology (GO) annotations related to this gene include nucleic acid binding and protein homodimerization activity.                                            An important paralog of this gene is IKZF2.","DNA-binding protein that binds to the 5'GGGAATRCC-3' Ikaros-binding sequence. Transcriptional repressor. Interacts with SPI1 and MITF to repress transcription of the CTSK and ACP5 promoters via recruitment of corepressors SIN3A and CTBP2. May be involved in the development of central and peripheral nervous systems. Essential for the inhibitory function of regulatory T-cells (Treg). Mediates FOXP3-mediated gene silencing in regulatory T-cells (Treg) via recruitment of corepressor CTBP1 (By similarity).
                         IKZF4_HUMAN,Q9H2S9
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000258921","MMP19","This gene encodes a member of a family of proteins that are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded protein is secreted as an inactive proprotein, which is activated upon cleavage by extracellular proteases. Alternative splicing results in multiple transcript variants for this gene. [provided by RefSeq, Jan 2013]","                                            MMP19 (Matrix Metallopeptidase 19) is a Protein Coding gene.                                            Diseases associated with MMP19 include Cavitary Optic Disc Anomalies and Multiple Sclerosis.                                            Among its related pathways are Degradation of the extracellular matrix and Integrin Pathway.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and metallopeptidase activity.                                            An important paralog of this gene is MMP15.","Endopeptidase that degrades various components of the extracellular matrix, such as aggrecan and cartilage oligomeric matrix protein (comp), during development, haemostasis and pathological conditions (arthritic disease). May also play a role in neovascularization or angiogenesis. Hydrolyzes collagen type IV, laminin, nidogen, nascin-C isoform, fibronectin, and type I gelatin.
                         MMP19_HUMAN,Q99542
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000258921","ENSG00000257740","                                            ENSG00000257740  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000257740  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000258921","ORMDL2","                                            ORMDL2 (ORMDL Sphingolipid Biosynthesis Regulator 2) is a Protein Coding gene.                                            Diseases associated with ORMDL2 include Retinitis Pigmentosa 26 and Aggressive Systemic Mastocytosis.                                            Among its related pathways are Sphingolipid metabolism and Metabolism.                                                                                        An important paralog of this gene is ORMDL1.","                                            ORMDL2 (ORMDL Sphingolipid Biosynthesis Regulator 2) is a Protein Coding gene.                                            Diseases associated with ORMDL2 include Retinitis Pigmentosa 26 and Aggressive Systemic Mastocytosis.                                            Among its related pathways are Sphingolipid metabolism and Metabolism.                                                                                        An important paralog of this gene is ORMDL1.","Negative regulator of sphingolipid synthesis.
                         ORML2_HUMAN,Q53FV1
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000258921","ZC3H10","                                            ZC3H10 (Zinc Finger CCCH-Type Containing 10) is a Protein Coding gene.                                            Diseases associated with ZC3H10 include Raynaud Disease.                                                                                                                                    An important paralog of this gene is MBNL1.","                                            ZC3H10 (Zinc Finger CCCH-Type Containing 10) is a Protein Coding gene.                                            Diseases associated with ZC3H10 include Raynaud Disease.                                                                                                                                    An important paralog of this gene is MBNL1.","Specific regulator of miRNA biogenesis. Binds, via the C3H1-type zinc finger domains, to the binding motif 5'-GCAGCGC-3' on microRNA pri-MIR143 and negatively regulates the processing to mature microRNA.
                         ZC3HA_HUMAN,Q96K80
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000258921","OR10P1","Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms. [provided by RefSeq, Jul 2008]","                                            OR10P1 (Olfactory Receptor Family 10 Subfamily P Member 1) is a Protein Coding gene.                                                                                        Among its related pathways are Signaling by GPCR and Olfactory transduction.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and olfactory receptor activity.                                            An important paralog of this gene is OR10C1.","Odorant receptor.
                         O10P1_HUMAN,Q8NGE3
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,43,0,0,0.117647058823529,0.25,0.625,10.75,2.125,5.3125,91.375
"ENSG00000260048","IGHV1OR16-3","                                            IGHV1OR16-3 (Immunoglobulin Heavy Variable 1/OR16-3 (Pseudogene)) is a Pseudogene.                                                                                                                                                                                ","                                            IGHV1OR16-3 (Immunoglobulin Heavy Variable 1/OR16-3 (Pseudogene)) is a Pseudogene.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,4,2,2,0,14,2,6,0,0,6,0,6,14,0.0588235294117647,4,3.25,6.5,68,55.25,110.5
"ENSG00000261029","PLCG2","The protein encoded by this gene is a transmembrane signaling enzyme that catalyzes the conversion of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate to 1D-myo-inositol 1,4,5-trisphosphate (IP3) and diacylglycerol (DAG) using calcium as a cofactor. IP3 and DAG are second messenger molecules important for transmitting signals from growth factor receptors and immune system receptors across the cell membrane. Mutations in this gene have been found in autoinflammation, antibody deficiency, and immune dysregulation syndrome and familial cold autoinflammatory syndrome 3. [provided by RefSeq, Mar 2014]","                                            PLCG2 (Phospholipase C Gamma 2) is a Protein Coding gene.                                            Diseases associated with PLCG2 include Autoinflammation, Antibody Deficiency, And Immune Dysregulation and Familial Cold Autoinflammatory Syndrome 3.                                            Among its related pathways are GDNF-Family Ligands and Receptor Interactions and NGF Pathway.                                            Gene Ontology (GO) annotations related to this gene include obsolete signal transducer activity and phosphatidylinositol phospholipase C activity.                                            An important paralog of this gene is PLCG1.","The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes. It is a crucial enzyme in transmembrane signaling.
                         PLCG2_HUMAN,P16885
                         ",1,2,1,2,0,0,2,0,0,7,2,0,1,0,4,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.70588235294118,0,0.25,0,-0.705882352941176,0.146551724137931,-0.705882352941176
"ENSG00000261029","RN7SKP190","                                            RN7SKP190 (RN7SK Pseudogene 190) is a Pseudogene.                                                                                                                                                                                ","                                            RN7SKP190 (RN7SK Pseudogene 190) is a Pseudogene.                                                                                                                                                                                ","no summary",1,2,1,2,0,0,2,0,0,7,2,0,1,0,4,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.70588235294118,0,0.25,0,-0.705882352941176,0.146551724137931,-0.705882352941176
"ENSG00000261029","CDH13","This gene encodes a member of the cadherin superfamily. The encoded protein is localized to the surface of the cell membrane and is anchored by a GPI moiety, rather than by a transmembrane domain. The protein lacks the cytoplasmic domain characteristic of other cadherins, and so is not thought to be a cell-cell adhesion glycoprotein. This protein acts as a negative regulator of axon growth during neural differentiation. It also protects vascular endothelial cells from apoptosis due to oxidative stress, and is associated with resistance to atherosclerosis. The gene is hypermethylated in many types of cancer. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, May 2011]","                                            CDH13 (Cadherin 13) is a Protein Coding gene.                                            Diseases associated with CDH13 include Familial Adenomatous Polyposis and Seminoma.                                            Among its related pathways are ERK Signaling and Cell junction organization.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and cadherin binding.                                            An important paralog of this gene is CDH2.","Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. May act as a negative regulator of neural cell growth.
                         CAD13_HUMAN,P55290
                         ",1,2,1,2,0,0,2,0,0,7,2,0,1,0,4,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.70588235294118,0,0.25,0,-0.705882352941176,0.146551724137931,-0.705882352941176
"ENSG00000261029","HSD17B2","                                            HSD17B2 (Hydroxysteroid 17-Beta Dehydrogenase 2) is a Protein Coding gene.                                            Diseases associated with HSD17B2 include Progesterone Resistance and Endometriosis Of Ovary.                                            Among its related pathways are Androstenedione and testosterone biosynthesis and metabolism p.1 and Metabolism of steroid hormones.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and testosterone dehydrogenase (NAD+) activity.                                            An important paralog of this gene is HSD11B2.","                                            HSD17B2 (Hydroxysteroid 17-Beta Dehydrogenase 2) is a Protein Coding gene.                                            Diseases associated with HSD17B2 include Progesterone Resistance and Endometriosis Of Ovary.                                            Among its related pathways are Androstenedione and testosterone biosynthesis and metabolism p.1 and Metabolism of steroid hormones.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and testosterone dehydrogenase (NAD+) activity.                                            An important paralog of this gene is HSD11B2.","Capable of catalyzing the interconversion of testosterone and androstenedione, as well as estradiol and estrone. Also has 20-alpha-HSD activity. Uses NADH while EDH17B3 uses NADPH.
                         DHB2_HUMAN,P37059
                         ",1,2,1,2,0,0,2,0,0,7,2,0,1,0,4,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.70588235294118,0,0.25,0,-0.705882352941176,0.146551724137931,-0.705882352941176
"ENSG00000261029","ENSG00000261029","                                            ENSG00000261029  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000261029  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",1,2,1,2,0,0,2,0,0,7,2,0,1,0,4,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.70588235294118,0,0.25,0,-0.705882352941176,0.146551724137931,-0.705882352941176
"ENSG00000261029","MPHOSPH6","                                            MPHOSPH6 (M-Phase Phosphoprotein 6) is a Protein Coding gene.                                                                                        Among its related pathways are rRNA processing in the nucleus and cytosol and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include RNA binding.                                            ","                                            MPHOSPH6 (M-Phase Phosphoprotein 6) is a Protein Coding gene.                                                                                        Among its related pathways are rRNA processing in the nucleus and cytosol and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include RNA binding.                                            ","RNA-binding protein that associates with the RNA exosome complex. Involved in the 3'-processing of the 7S pre-RNA to the mature 5.8S rRNA and play a role in recruiting the RNA exosome complex to pre-rRNA; this function may include C1D.
                         MPH6_HUMAN,Q99547
                         ",1,2,1,2,0,0,2,0,0,7,2,0,1,0,4,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.70588235294118,0,0.25,0,-0.705882352941176,0.146551724137931,-0.705882352941176
"ENSG00000261029","ENSG00000261235","                                            ENSG00000261235  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000261235  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",1,2,1,2,0,0,2,0,0,7,2,0,1,0,4,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.70588235294118,0,0.25,0,-0.705882352941176,0.146551724137931,-0.705882352941176
"ENSG00000261898","CXCL16","                                            CXCL16 (C-X-C Motif Chemokine Ligand 16) is a Protein Coding gene.                                            Diseases associated with CXCL16 include Xanthogranulomatous Cholecystitis and Systemic Lupus Erythematosus.                                            Among its related pathways are Signaling by GPCR and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include chemokine activity and low-density lipoprotein particle receptor activity.                                            ","                                            CXCL16 (C-X-C Motif Chemokine Ligand 16) is a Protein Coding gene.                                            Diseases associated with CXCL16 include Xanthogranulomatous Cholecystitis and Systemic Lupus Erythematosus.                                            Among its related pathways are Signaling by GPCR and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include chemokine activity and low-density lipoprotein particle receptor activity.                                            ","Acts as a scavenger receptor on macrophages, which specifically binds to OxLDL (oxidized low density lipoprotein), suggesting that it may be involved in pathophysiology such as atherogenesis (By similarity). Induces a strong chemotactic response. Induces calcium mobilization. Binds to CXCR6/Bonzo.
                         CXL16_HUMAN,Q9H2A7
                         ",2,2,4,0,1,1,0,3,2,0,1,2,0,0,5,1,1,3,0,1,4,1,0,1,1,0,2,0,2,1,0,0,0,0,1.52941176470588,1.5,0.875,0,0.980769230769231,0.572115384615385,-0.529411764705882
"ENSG00000261898","L13712-009","                                            L13712-009  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","                                            L13712-009  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","no summary",2,2,4,0,1,1,0,3,2,0,1,2,0,0,5,1,1,3,0,1,4,1,0,1,1,0,2,0,2,1,0,0,0,0,1.52941176470588,1.5,0.875,0,0.980769230769231,0.572115384615385,-0.529411764705882
"ENSG00000261898","ZNF232-AS1","                                            ZNF232-AS1 (ZNF232 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ZNF232-AS1 (ZNF232 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",2,2,4,0,1,1,0,3,2,0,1,2,0,0,5,1,1,3,0,1,4,1,0,1,1,0,2,0,2,1,0,0,0,0,1.52941176470588,1.5,0.875,0,0.980769230769231,0.572115384615385,-0.529411764705882
"ENSG00000261898","MED11","MED11 is a component of the Mediator complex, which is a coactivator for DNA-binding factors that activate transcription via RNA polymerase II (Sato et al., 2003 [PubMed 12584197]).[supplied by OMIM, Oct 2008]","                                            MED11 (Mediator Complex Subunit 11) is a Protein Coding gene.                                                                                        Among its related pathways are Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha) and Metabolism.                                                                                        ","Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors.
                         MED11_HUMAN,Q9P086
                         ",2,2,4,0,1,1,0,3,2,0,1,2,0,0,5,1,1,3,0,1,4,1,0,1,1,0,2,0,2,1,0,0,0,0,1.52941176470588,1.5,0.875,0,0.980769230769231,0.572115384615385,-0.529411764705882
"ENSG00000261898","ENSG00000261898","                                            ENSG00000261898  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000261898  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",2,2,4,0,1,1,0,3,2,0,1,2,0,0,5,1,1,3,0,1,4,1,0,1,1,0,2,0,2,1,0,0,0,0,1.52941176470588,1.5,0.875,0,0.980769230769231,0.572115384615385,-0.529411764705882
"ENSG00000261898","RF00017-2242","                                            RF00017-2242  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-2242  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary",2,2,4,0,1,1,0,3,2,0,1,2,0,0,5,1,1,3,0,1,4,1,0,1,1,0,2,0,2,1,0,0,0,0,1.52941176470588,1.5,0.875,0,0.980769230769231,0.572115384615385,-0.529411764705882
"ENSG00000261898","RF00017-2241","                                            RF00017-2241  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-2241  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary",2,2,4,0,1,1,0,3,2,0,1,2,0,0,5,1,1,3,0,1,4,1,0,1,1,0,2,0,2,1,0,0,0,0,1.52941176470588,1.5,0.875,0,0.980769230769231,0.572115384615385,-0.529411764705882
"ENSG00000261898","ZMYND15","This gene encodes a MYND-containing zinc-binding protein with a nuclear localization sequence. A similar gene in mice has been shown to act as a testis-specific transcriptional repressor by recruiting histone deacetylase enzymes to regulate spatiotemporal expression of many haploid genes. This protein may play an important role in spermatogenesis. Alternative splicing results in multiple transcript variants and protein isoforms. [provided by RefSeq, Jun 2012]","                                            ZMYND15 (Zinc Finger MYND-Type Containing 15) is a Protein Coding gene.                                            Diseases associated with ZMYND15 include Spermatogenic Failure 14 and Male Infertility With Azoospermia Or Oligozoospermia Due To Single Gene Mutation.                                                                                        Gene Ontology (GO) annotations related to this gene include histone deacetylase binding.                                            An important paralog of this gene is SMYD4.","Acts as a transcriptional repressor through interaction with histone deacetylases (HDACs). May be important for spermiogenesis.
                         ZMY15_HUMAN,Q9H091
                         ",2,2,4,0,1,1,0,3,2,0,1,2,0,0,5,1,1,3,0,1,4,1,0,1,1,0,2,0,2,1,0,0,0,0,1.52941176470588,1.5,0.875,0,0.980769230769231,0.572115384615385,-0.529411764705882
"ENSG00000262497","FAM187B2P","                                            FAM187B2P (Family With Sequence Similarity 187 Member B2, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","                                            FAM187B2P (Family With Sequence Similarity 187 Member B2, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","no summary",1,0,1,3,2,0,2,3,0,0,4,0,8,3,3,2,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.82352941176471,1.25,0.25,0,0.685483870967742,0.137096774193548,-0.823529411764706
"ENSG00000263331","DCUN1D3","                                            DCUN1D3 (Defective In Cullin Neddylation 1 Domain Containing 3) is a Protein Coding gene.                                            Diseases associated with DCUN1D3 include Optic Nerve Sheath Meningioma.                                                                                                                                    An important paralog of this gene is DCUN1D2.","                                            DCUN1D3 (Defective In Cullin Neddylation 1 Domain Containing 3) is a Protein Coding gene.                                            Diseases associated with DCUN1D3 include Optic Nerve Sheath Meningioma.                                                                                                                                    An important paralog of this gene is DCUN1D2.","Antagonizes DCUN1D1-mediated CUL1 neddylation by sequestering CUL1 at the cell membrane (PubMed:25349211). When overexpressed in transformed cells, may promote mesenchymal to epithelial-like changes and inhibit colony formation in soft agar (PubMed:25349211).
                         DCNL3_HUMAN,Q8IWE4
                         ",1,0,0,2,1,1,0,1,1,1,0,1,0,2,4,5,4,1,2,1,1,1,2,0,2,0,0,0,0,6,0,0,0,0,1.41176470588235,1.25,1.25,0,0.885416666666667,0.885416666666667,-0.411764705882353
"ENSG00000263331","LOC107984888","                                            LOC107984888 (Uncharacterized LOC107984888) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC107984888 (Uncharacterized LOC107984888) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary",1,0,0,2,1,1,0,1,1,1,0,1,0,2,4,5,4,1,2,1,1,1,2,0,2,0,0,0,0,6,0,0,0,0,1.41176470588235,1.25,1.25,0,0.885416666666667,0.885416666666667,-0.411764705882353
"ENSG00000263331","DNAH3","This gene belongs to the dynein family, whose members encode large proteins that are constituents of the microtubule-associated motor protein complex. This complex is composed of dynein heavy, intermediate and light chains, which can be axonemal or cytoplasmic. This protein is an axonemal dynein heavy chain. It is involved in producing force for ciliary beating by using energy from ATP hydrolysis. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Dec 2016]","                                            DNAH3 (Dynein Axonemal Heavy Chain 3) is a Protein Coding gene.                                            Diseases associated with DNAH3 include Primary Ciliary Dyskinesia.                                            Among its related pathways are Parkinson disease.                                            Gene Ontology (GO) annotations related to this gene include ATPase activity and microtubule motor activity.                                            An important paralog of this gene is DNAH7.","Force generating protein of respiratory cilia. Produces force towards the minus ends of microtubules. Dynein has ATPase activity; the force-producing power stroke is thought to occur on release of ADP. Involved in sperm motility; implicated in sperm flagellar assembly (By similarity).
                         DYH3_HUMAN,Q8TD57
                         ",1,0,0,2,1,1,0,1,1,1,0,1,0,2,4,5,4,1,2,1,1,1,2,0,2,0,0,0,0,6,0,0,0,0,1.41176470588235,1.25,1.25,0,0.885416666666667,0.885416666666667,-0.411764705882353
"ENSG00000263331","RF00017-2006","                                            RF00017-2006  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-2006  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary",1,0,0,2,1,1,0,1,1,1,0,1,0,2,4,5,4,1,2,1,1,1,2,0,2,0,0,0,0,6,0,0,0,0,1.41176470588235,1.25,1.25,0,0.885416666666667,0.885416666666667,-0.411764705882353
"ENSG00000263331","TMEM159","                                            TMEM159 (Transmembrane Protein 159) is a Protein Coding gene.                                            Diseases associated with TMEM159 include Lipodystrophy, Congenital Generalized, Type 2 and Choline Deficiency Disease.                                                                                                                                    ","                                            TMEM159 (Transmembrane Protein 159) is a Protein Coding gene.                                            Diseases associated with TMEM159 include Lipodystrophy, Congenital Generalized, Type 2 and Choline Deficiency Disease.                                                                                                                                    ","Plays an important role in the formation of lipid droplets (LD) which are storage organelles at the center of lipid and energy homeostasis (PubMed:31708432). In association with BSCL2/seipin, defines the sites of LD formation in the endoplasmic reticulum (PubMed:31708432).
                         LDAF1_HUMAN,Q96B96
                         ",1,0,0,2,1,1,0,1,1,1,0,1,0,2,4,5,4,1,2,1,1,1,2,0,2,0,0,0,0,6,0,0,0,0,1.41176470588235,1.25,1.25,0,0.885416666666667,0.885416666666667,-0.411764705882353
"ENSG00000263331","METTL9","                                            METTL9 (Methyltransferase Like 9) is a Protein Coding gene.                                            Diseases associated with METTL9 include Deafness, Autosomal Recessive 22 and Inflammatory Bowel Disease   1.                                                                                        Gene Ontology (GO) annotations related to this gene include methyltransferase activity.                                            ","                                            METTL9 (Methyltransferase Like 9) is a Protein Coding gene.                                            Diseases associated with METTL9 include Deafness, Autosomal Recessive 22 and Inflammatory Bowel Disease   1.                                                                                        Gene Ontology (GO) annotations related to this gene include methyltransferase activity.                                            ","no summary",1,0,0,2,1,1,0,1,1,1,0,1,0,2,4,5,4,1,2,1,1,1,2,0,2,0,0,0,0,6,0,0,0,0,1.41176470588235,1.25,1.25,0,0.885416666666667,0.885416666666667,-0.411764705882353
"ENSG00000263331","ENSG00000263331","                                            ENSG00000263331  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000263331  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",1,0,0,2,1,1,0,1,1,1,0,1,0,2,4,5,4,1,2,1,1,1,2,0,2,0,0,0,0,6,0,0,0,0,1.41176470588235,1.25,1.25,0,0.885416666666667,0.885416666666667,-0.411764705882353
