"proteinSearched","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"pbmc","PIR-38537-013","                                            piR-38537-013  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-38537-013  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:27 2020"
"pbmc","SMCO2","                                            SMCO2 (Single-Pass Membrane Protein With Coiled-Coil Domains 2) is a Protein Coding gene.                                            Diseases associated with SMCO2 include Gender Identity Disorder.                                                                                                                                    An important paralog of this gene is TMCO5A.","                                            SMCO2 (Single-Pass Membrane Protein With Coiled-Coil Domains 2) is a Protein Coding gene.                                            Diseases associated with SMCO2 include Gender Identity Disorder.                                                                                                                                    An important paralog of this gene is TMCO5A.","no summary","Fri Aug 14 08:58:28 2020"
"pbmc","MN309546","                                            MN309546  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            MN309546  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:29 2020"
"pbmc","ARNTL2-AS1","                                            ARNTL2-AS1 (ARNTL2 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ARNTL2-AS1 (ARNTL2 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:29 2020"
"pbmc","LOC107984461","                                            LOC107984461 (Uncharacterized LOC107984461) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC107984461 (Uncharacterized LOC107984461) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:30 2020"
"pbmc","ENSG00000252585","                                            ENSG00000252585  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","                                            ENSG00000252585  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","Y RNA
                        RF00019
                        ","Fri Aug 14 08:58:30 2020"
"pbmc","ENSG00000256512","                                            ENSG00000256512  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000256512  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:31 2020"
"pbmc","PIR-35674-097","                                            piR-35674-097  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-35674-097  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:34 2020"
"pbmc","CCDC91","                                            CCDC91 (Coiled-Coil Domain Containing 91) is a Protein Coding gene.                                            Diseases associated with CCDC91 include Ossification Of The Posterior Longitudinal Ligament Of Spine and Diffuse Idiopathic Skeletal Hyperostosis.                                                                                        Gene Ontology (GO) annotations related to this gene include identical protein binding.                                            ","                                            CCDC91 (Coiled-Coil Domain Containing 91) is a Protein Coding gene.                                            Diseases associated with CCDC91 include Ossification Of The Posterior Longitudinal Ligament Of Spine and Diffuse Idiopathic Skeletal Hyperostosis.                                                                                        Gene Ontology (GO) annotations related to this gene include identical protein binding.                                            ","Involved in the regulation of membrane traffic through the trans-Golgi network (TGN). Functions in close cooperation with the GGAs in the sorting of hydrolases to lysosomes.
                         CCD91_HUMAN,Q7Z6B0
                         ","Fri Aug 14 08:58:34 2020"
"pbmc","HMGB1P49","                                            HMGB1P49 (High Mobility Group Box 1 Pseudogene 49) is a Pseudogene.                                                                                                                                                                                ","                                            HMGB1P49 (High Mobility Group Box 1 Pseudogene 49) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:35 2020"
"pbmc","ENSG00000247903","                                            ENSG00000247903  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000247903  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:36 2020"
"pbmc","RN7SKP15","                                            RN7SKP15 (RN7SK Pseudogene 15) is a Pseudogene.                                                                                                                                                                                ","                                            RN7SKP15 (RN7SK Pseudogene 15) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:36 2020"
"pbmc","ENSG00000256504","                                            ENSG00000256504  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000256504  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:36 2020"
"pbmc","ENSG00000256557","                                            ENSG00000256557  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000256557  is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:37 2020"
"pbmc","PIR-49322-121","                                            piR-49322-121  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-49322-121  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:38 2020"
"pbmc","LNC-CCDC91-1","                                            lnc-CCDC91-1  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-CCDC91-1  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:38 2020"
"pbmc","PIR-47702","                                            piR-47702  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-47702  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:39 2020"
"pbmc","ENSG00000258465","                                            ENSG00000258465  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is PEX19.","                                            ENSG00000258465  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is PEX19.","no summary","Fri Aug 14 08:58:39 2020"
"pbmc","DCAF8","This gene encodes a WD repeat-containing protein that interacts with the Cul4-Ddb1 E3 ligase macromolecular complex. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2009]","                                            DCAF8 (DDB1 And CUL4 Associated Factor 8) is a Protein Coding gene.                                            Diseases associated with DCAF8 include Giant Axonal Neuropathy 2, Autosomal Dominant and Giant Axonal Neuropathy 2.                                                                                                                                    An important paralog of this gene is DCAF8L2.","May function as a substrate receptor for CUL4-DDB1 E3 ubiquitin-protein ligase complex.
                         DCAF8_HUMAN,Q5TAQ9
                         ","Fri Aug 14 08:58:40 2020"
"pbmc","PEX19","This gene is necessary for early peroxisomal biogenesis. It acts both as a cytosolic chaperone and as an import receptor for peroxisomal membrane proteins (PMPs). Peroxins (PEXs) are proteins that are essential for the assembly of functional peroxisomes. The peroxisome biogenesis disorders (PBDs) are a group of genetically heterogeneous autosomal recessive, lethal diseases characterized by multiple defects in peroxisome function. These disorders have at least 14 complementation groups, with more than one phenotype being observed for some complementation groups. Although the clinical features of PBD patients vary, cells from all PBD patients exhibit a defect in the import of one or more classes of peroxisomal matrix proteins into the organelle. Defects in this gene are a cause of Zellweger syndrome (ZWS), as well as peroxisome biogenesis disorder complementation group 14 (PBD-CG14), which is also known as PBD-CGJ. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2010]","                                            PEX19 (Peroxisomal Biogenesis Factor 19) is a Protein Coding gene.                                            Diseases associated with PEX19 include Peroxisome Biogenesis Disorder 12A and Zellweger Syndrome.                                            Among its related pathways are Regulation of activated PAK-2p34 by proteasome mediated degradation and Peroxisome.                                            Gene Ontology (GO) annotations related to this gene include protein N-terminus binding and peroxisome membrane class-1 targeting sequence binding.                                            An important paralog of this gene is ENSG00000258465.","Necessary for early peroxisomal biogenesis. Acts both as a cytosolic chaperone and as an import receptor for peroxisomal membrane proteins (PMPs). Binds and stabilizes newly synthesized PMPs in the cytoplasm by interacting with their hydrophobic membrane-spanning domains, and targets them to the peroxisome membrane by binding to the integral membrane protein PEX3. Excludes CDKN2A from the nucleus and prevents its interaction with MDM2, which results in active degradation of TP53.
                         PEX19_HUMAN,P40855
                         ","Fri Aug 14 08:58:41 2020"
"pbmc","PEA15","This gene encodes a death effector domain-containing protein that functions as a negative regulator of apoptosis. The encoded protein is an endogenous substrate for protein kinase C. This protein is also overexpressed in type 2 diabetes mellitus, where it may contribute to insulin resistance in glucose uptake. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]","                                            PEA15 (Proliferation And Apoptosis Adaptor Protein 15) is a Protein Coding gene.                                            Diseases associated with PEA15 include Diabetes Mellitus and Breast Cancer.                                            Among its related pathways are RET signaling and Signaling by GPCR.                                                                                        ","Blocks Ras-mediated inhibition of integrin activation and modulates the ERK MAP kinase cascade. Inhibits RPS6KA3 activities by retaining it in the cytoplasm (By similarity). Inhibits both TNFRSF6- and TNFRSF1A-mediated CASP8 activity and apoptosis. Regulates glucose transport by controlling both the content of SLC2A1 glucose transporters on the plasma membrane and the insulin-dependent trafficking of SLC2A4 from the cell interior to the surface.
                         PEA15_HUMAN,Q15121
                         ","Fri Aug 14 08:58:42 2020"
"pbmc","ENSG00000228606","                                            ENSG00000228606  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000228606  is an Uncategorized gene.                                                                                                                                                                                ","Metazoan signal recognition particle RNA
                        RF00017
                        ","Fri Aug 14 08:58:42 2020"
"pbmc","PIR-41306-015","                                            piR-41306-015  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-41306-015  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:43 2020"
"pbmc","LNC-PEX19-4","                                            lnc-PEX19-4  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-PEX19-4  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:43 2020"
"pbmc","NCSTN","This gene encodes a type I transmembrane glycoprotein that is an integral component of the multimeric gamma-secretase complex. The encoded protein cleaves integral membrane proteins, including Notch receptors and beta-amyloid precursor protein, and may be a stabilizing cofactor required for gamma-secretase complex assembly. The cleavage of beta-amyloid precursor protein yields amyloid beta peptide, the main component of the neuritic plaque and the hallmark lesion in the brains of patients with Alzheimer's disease; however, the nature of the encoded protein's role in Alzheimer's disease is not known for certain. Mutations in this gene are associated with familial acne inversa. A pseudogene of this gene is present on chromosome 21. Alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been determined. [provided by RefSeq, Feb 2014]","                                            NCSTN (Nicastrin) is a Protein Coding gene.                                            Diseases associated with NCSTN include Acne Inversa, Familial, 1 and Hidradenitis Suppurativa.                                            Among its related pathways are Neuroscience and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include peptidase activity and endopeptidase activity.                                            ","Essential subunit of the gamma-secretase complex, an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors and APP (amyloid-beta precursor protein) (PubMed:10993067, PubMed:12679784, PubMed:25043039, PubMed:26280335, PubMed:30598546, PubMed:30630874). The gamma-secretase complex plays a role in Notch and Wnt signaling cascades and regulation of downstream processes via its role in processing key regulatory proteins, and by regulating cytosolic CTNNB1 levels.
                         NICA_HUMAN,Q92542
                         ","Fri Aug 14 08:58:44 2020"
"pbmc","ATP1A2","The protein encoded by this gene belongs to the family of P-type cation transport ATPases, and to the subfamily of Na+/K+ -ATPases. Na+/K+ -ATPase is an integral membrane protein responsible for establishing and maintaining the electrochemical gradients of Na and K ions across the plasma membrane. These gradients are essential for osmoregulation, for sodium-coupled transport of a variety of organic and inorganic molecules, and for electrical excitability of nerve and muscle. This enzyme is composed of two subunits, a large catalytic subunit (alpha) and a smaller glycoprotein subunit (beta). The catalytic subunit of Na+/K+ -ATPase is encoded by multiple genes. This gene encodes an alpha 2 subunit. Mutations in this gene result in familial basilar or hemiplegic migraines, and in a rare syndrome known as alternating hemiplegia of childhood. [provided by RefSeq, Oct 2008]","                                            ATP1A2 (ATPase Na+/K+ Transporting Subunit Alpha 2) is a Protein Coding gene.                                            Diseases associated with ATP1A2 include Migraine, Familial Hemiplegic, 2 and Alternating Hemiplegia Of Childhood 1.                                            Among its related pathways are Collagen chain trimerization and Cardiac muscle contraction.                                            Gene Ontology (GO) annotations related to this gene include nucleotide binding and cation-transporting ATPase activity.                                            An important paralog of this gene is ATP1A3.","This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium, providing the energy for active transport of various nutrients.
                         AT1A2_HUMAN,P50993
                         ","Fri Aug 14 08:58:45 2020"
"pbmc","CASQ1","This gene encodes the skeletal muscle specific member of the calsequestrin protein family. Calsequestrin functions as a luminal sarcoplasmic reticulum calcium sensor in both cardiac and skeletal muscle cells. This protein, also known as calmitine, functions as a calcium regulator in the mitochondria of skeletal muscle. This protein is absent in patients with Duchenne and Becker types of muscular dystrophy. [provided by RefSeq, Jun 2013]","                                            CASQ1 (Calsequestrin 1) is a Protein Coding gene.                                            Diseases associated with CASQ1 include Myopathy, Vacuolar, With Casq1 Aggregates and Myopathy, Tubular Aggregate, 1.                                            Among its related pathways are Calcium signaling pathway and Myometrial Relaxation and Contraction Pathways.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding.                                            An important paralog of this gene is CASQ2.","Calsequestrin is a high-capacity, moderate affinity, calcium-binding protein and thus acts as an internal calcium store in muscle (PubMed:28895244). Calcium ions are bound by clusters of acidic residues at the protein surface, often at the interface between subunits. Can bind around 80 Ca(2+) ions (PubMed:28895244). Regulates the release of lumenal Ca(2+) via the calcium release channel RYR1; this plays an important role in triggering muscle contraction. Negatively regulates store-operated Ca(2+) entry (SOCE) activity (PubMed:27185316).
                         CASQ1_HUMAN,P31415
                         ","Fri Aug 14 08:58:46 2020"
"pbmc","IGSF8","This gene encodes a member the EWI subfamily of the immunoglobulin protein superfamily. Members of this family contain a single transmembrane domain, an EWI (Glu-Trp-Ile)-motif and a variable number of immunoglobulin domains. This protein interacts with the tetraspanins CD81 and CD9 and may regulate their role in certain cellular functions including cell migration and viral infection. The encoded protein may also function as a tumor suppressor by inhibiting the proliferation of certain cancers. Alternate splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Sep 2011]","                                            IGSF8 (Immunoglobulin Superfamily Member 8) is a Protein Coding gene.                                            Diseases associated with IGSF8 include Prostate Cancer.                                                                                                                                    An important paralog of this gene is IGSF3.","May play a key role in diverse functions ascribed to CD81 and CD9 such as oocytes fertilization or hepatitis C virus function. May regulate proliferation and differentiation of keratinocytes. May be a negative regulator of cell motility: suppresses T-cell mobility coordinately with CD81, associates with CD82 to suppress prostate cancer cell migration, regulates epidermoid cell reaggregation and motility on laminin-5 with CD9 and CD81 as key linkers. May also play a role on integrin-dependent morphology and motility functions. May participate in the regulation of neurite outgrowth and maintenance of the neural network in the adult brain.
                         IGSF8_HUMAN,Q969P0
                         ","Fri Aug 14 08:58:46 2020"
"pbmc","RPSAP18","                                            RPSAP18 (Ribosomal Protein SA Pseudogene 18) is a Pseudogene.                                                                                                                                                                                ","                                            RPSAP18 (Ribosomal Protein SA Pseudogene 18) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:47 2020"
"pbmc","RF00017-369","                                            RF00017-369  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-369  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:47 2020"
"pbmc","COPA","In eukaryotic cells, protein transport between the endoplasmic reticulum and Golgi compartments is mediated in part by non-clathrin-coated vesicular coat proteins (COPs). Seven coat proteins have been identified, and they represent subunits of a complex known as coatomer. The subunits are designated alpha-COP, beta-COP, beta-prime-COP, gamma-COP, delta-COP, epsilon-COP, and zeta-COP. The alpha-COP, encoded by COPA, shares high sequence similarity with RET1P, the alpha subunit of the coatomer complex in yeast. Also, the N-terminal 25 amino acids of alpha-COP encode the bioactive peptide, xenin, which stimulates exocrine pancreatic secretion and may act as a gastrointestinal hormone. Alternative splicing results in multiple splice forms encoding distinct isoforms. [provided by RefSeq, Jul 2008]","                                            COPA (COPI Coat Complex Subunit Alpha) is a Protein Coding gene.                                            Diseases associated with COPA include Autoimmune Interstitial Lung, Joint, And Kidney Disease and Lipid Pneumonia.                                            Among its related pathways are C-MYB transcription factor network and Transport to the Golgi and subsequent modification.                                            Gene Ontology (GO) annotations related to this gene include structural molecule activity and hormone activity.                                            An important paralog of this gene is COPB2.","The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins. In mammals, the coatomer can only be recruited by membranes associated to ADP-ribosylation factors (ARFs), which are small GTP-binding proteins; the complex also influences the Golgi structural integrity, as well as the processing, activity, and endocytic recycling of LDL receptors (By similarity).
                         COPA_HUMAN,P53621
                         ","Fri Aug 14 08:58:48 2020"
"pbmc","LNC-PEX19-6","                                            lnc-PEX19-6  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-PEX19-6  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:49 2020"
"pbmc","NHLH1","The helix-loop-helix (HLH) proteins are a family of putative transcription factors, some of which have been shown to play an important role in growth and development of a wide variety of tissues and species. Four members of this family have been clearly implicated in tumorigenesis via their involvement in chromosomal translocations in lymphoid tumors: MYC (MIM 190080), LYL1 (MIM 151440), E2A (MIM 147141), and SCL (MIM 187040).[supplied by OMIM, Nov 2002]","                                            NHLH1 (Nescient Helix-Loop-Helix 1) is a Protein Coding gene.                                            Diseases associated with NHLH1 include Orofacial Cleft 12 and Van Der Woude Syndrome 1.                                                                                        Gene Ontology (GO) annotations related to this gene include protein dimerization activity and DNA-binding transcription activator activity, RNA polymerase II-specific.                                            An important paralog of this gene is NHLH2.","May serve as DNA-binding protein and may be involved in the control of cell-type determination, possibly within the developing nervous system.
                         HEN1_HUMAN,Q02575
                         ","Fri Aug 14 08:58:50 2020"
"pbmc","LNC-PEX19-5","                                            lnc-PEX19-5  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-PEX19-5  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:58:50 2020"
"pbmc","PPOX","This gene encodes the penultimate enzyme of heme biosynthesis, which catalyzes the 6-electron oxidation of protoporphyrinogen IX to form protoporphyrin IX. Mutations in this gene cause variegate porphyria, an autosomal dominant disorder of heme metabolism resulting from a deficiency in protoporphyrinogen oxidase, an enzyme located on the inner mitochondrial membrane. Alternatively spliced transcript variants encoding the same protein have been identified. [provided by RefSeq, Jul 2008]","                                            PPOX (Protoporphyrinogen Oxidase) is a Protein Coding gene.                                            Diseases associated with PPOX include Variegate Porphyria and Constipation.                                            Among its related pathways are Porphyrin and chlorophyll metabolism and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and oxygen-dependent protoporphyrinogen oxidase activity.                                            An important paralog of this gene is MAOB.","Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX.
                         PPOX_HUMAN,P50336
                         ","Fri Aug 14 08:58:53 2020"
"pbmc","SLAMF6","The protein encoded by this gene is a type I transmembrane protein, belonging to the CD2 subfamily of the immunoglobulin superfamily. This encoded protein is expressed on Natural killer (NK), T, and B lymphocytes. It undergoes tyrosine phosphorylation and associates with the Src homology 2 domain-containing protein (SH2D1A) as well as with SH2 domain-containing phosphatases (SHPs). It functions as a coreceptor in the process of NK cell activation. It can also mediate inhibitory signals in NK cells from X-linked lymphoproliferative patients. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, May 2010]","                                            SLAMF6 (SLAM Family Member 6) is a Protein Coding gene.                                            Diseases associated with SLAMF6 include Lymphoproliferative Syndrome and Bare Lymphocyte Syndrome, Type I.                                            Among its related pathways are Innate Immune System and Class I MHC mediated antigen processing and presentation.                                                                                        An important paralog of this gene is SLAMF7.","Self-ligand receptor of the signaling lymphocytic activation molecule (SLAM) family. SLAM receptors triggered by homo- or heterotypic cell-cell interactions are modulating the activation and differentiation of a wide variety of immune cells and thus are involved in the regulation and interconnection of both innate and adaptive immune response. Activities are controlled by presence or absence of small cytoplasmic adapter proteins, SH2D1A/SAP and/or SH2D1B/EAT-2. Triggers cytolytic activity only in natural killer cells (NK) expressing high surface densities of natural cytotoxicity receptors (PubMed:11489943, PubMed:16920955). Positive signaling in NK cells implicates phosphorylation of VAV1. NK cell activation seems to depend on SH2D1B and not on SH2D1A (PubMed:16920955). In conjunction with SLAMF1 controls the transition between positive selection and the subsequent expansion and differentiation of the thymocytic natural killer T (NKT) cell lineage (By similarity). Promotes T-cell differentiation into a helper T-cell Th17 phenotype leading to increased IL-17 secretion; the costimulatory activity requires SH2D1A (PubMed:22184727, PubMed:16920955). Promotes recruitment of RORC to the IL-17 promoter (PubMed:22989874). In conjunction with SLAMF1 and CD84/SLAMF5 may be a negative regulator of the humoral immune response. In the absence of SH2D1A/SAP can transmit negative signals to CD4(+) T-cells and NKT cells. Negatively regulates germinal center formation by inhibiting T-cell:B-cell adhesion; the function probably implicates increased association with PTPN6/SHP-1 via ITSMs in absence of SH2D1A/SAP. However, reported to be involved in maintaining B-cell tolerance in germinal centers and in preventing autoimmunity (By similarity).
                         SLAF6_HUMAN,Q96DU3
                         ","Fri Aug 14 08:58:54 2020"
"pbmc","B4GALT3","This gene is one of seven beta-1,4-galactosyltransferase (beta4GalT) genes. They encode type II membrane-bound glycoproteins that appear to have exclusive specificity for the donor substrate UDP-galactose; all transfer galactose in a beta1,4 linkage to similar acceptor sugars: GlcNAc, Glc, and Xyl. Each beta4GalT has a distinct function in the biosynthesis of different glycoconjugates and saccharide structures. As type II membrane proteins, they have an N-terminal hydrophobic signal sequence that directs the protein to the Golgi apparatus and which then remains uncleaved to function as a transmembrane anchor. By sequence similarity, the beta4GalTs form four groups: beta4GalT1 and beta4GalT2, beta4GalT3 and beta4GalT4, beta4GalT5 and beta4GalT6, and beta4GalT7. This gene encodes an enzyme that may be mainly involved in the synthesis of the first N-acetyllactosamine unit of poly-N-acetyllactosamine chains. Multiple alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Dec 2010]","                                            B4GALT3 (Beta-1,4-Galactosyltransferase 3) is a Protein Coding gene.                                                                                        Among its related pathways are Sweet Taste Signaling and Keratan sulfate/keratin metabolism.                                            Gene Ontology (GO) annotations related to this gene include galactosyltransferase activity and N-acetyllactosamine synthase activity.                                            An important paralog of this gene is B4GALT1.","Responsible for the synthesis of complex-type N-linked oligosaccharides in many glycoproteins as well as the carbohydrate moieties of glycolipids.
                         B4GT3_HUMAN,O60512
                         ","Fri Aug 14 08:58:55 2020"
"pbmc","CD48","This gene encodes a member of the CD2 subfamily of immunoglobulin-like receptors which includes SLAM (signaling lymphocyte activation molecules) proteins. The encoded protein is found on the surface of lymphocytes and other immune cells, dendritic cells and endothelial cells, and participates in activation and differentiation pathways in these cells. The encoded protein does not have a transmembrane domain, however, but is held at the cell surface by a GPI anchor via a C-terminal domain which maybe cleaved to yield a soluble form of the receptor. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2011]","                                            CD48 (CD48 Molecule) is a Protein Coding gene.                                            Diseases associated with CD48 include Lymphoproliferative Syndrome, X-Linked, 1 and Cone-Rod Dystrophy 6.                                            Among its related pathways are Gastric Cancer Network 2 and Cell surface interactions at the vascular wall.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is SLAMF1.","Ligand for CD2. Might facilitate interaction between activated lymphocytes. Probably involved in regulating T-cell activation.
                         CD48_HUMAN,P09326
                         ","Fri Aug 14 08:58:56 2020"
"pbmc","USP21","This gene encodes a member of the C19 peptidase family, also known as family 2 of ubiquitin carboxy-terminal hydrolases. The encoded protein cleaves ubiquitin from ubiquitinated proteins for recycling in intracellular protein degradation. The encoded protein is also able to release NEDD8, a ubiquitin-like protein, from NEDD8-conjugated proteins. This gene has been referred to as USP16 and USP23 but is now known as USP21. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2016]","                                            USP21 (Ubiquitin Specific Peptidase 21) is a Protein Coding gene.                                                                                        Among its related pathways are Signaling by GPCR and TNF signaling.                                            Gene Ontology (GO) annotations related to this gene include transcription coactivator activity and cysteine-type peptidase activity.                                            An important paralog of this gene is USP2.","Deubiquitinates histone H2A, a specific tag for epigenetic transcriptional repression, thereby acting as a coactivator. Deubiquitination of histone H2A releaves the repression of di- and trimethylation of histone H3 at 'Lys-4', resulting in regulation of transcriptional initiation. Regulates gene expression via histone H2A deubiquitination (By similarity). Also capable of removing NEDD8 from NEDD8 conjugates but has no effect on Sentrin-1 conjugates (PubMed:10799498). Deubiquitinates BAZ2A/TIP5 leading to its stabilization (PubMed:26100909).
                         UBP21_HUMAN,Q9UK80
                         ","Fri Aug 14 08:58:57 2020"
"pbmc","DEDD","This gene encodes a protein that contains a death effector domain (DED). DED is a protein-protein interaction domain shared by adaptors, regulators and executors of the programmed cell death pathway. Overexpression of this gene was shown to induce weak apoptosis. Upon stimulation, this protein was found to translocate from cytoplasm to nucleus and colocalize with UBTF, a basal factor required for RNA polymerase I transcription, in the nucleolus. At least three transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008]","                                            DEDD (Death Effector Domain Containing) is a Protein Coding gene.                                            Diseases associated with DEDD include Ideomotor Apraxia and Teeth Hard Tissue Disease.                                                                                                                                    An important paralog of this gene is DEDD2.","A scaffold protein that directs CASP3 to certain substrates and facilitates their ordered degradation during apoptosis. May also play a role in mediating CASP3 cleavage of KRT18. Regulates degradation of intermediate filaments during apoptosis. May play a role in the general transcription machinery in the nucleus and might be an important regulator of the activity of GTF3C3. Inhibits DNA transcription in vitro (By similarity).
                         DEDD_HUMAN,O75618
                         ","Fri Aug 14 08:58:57 2020"
"pbmc","FCRL6","                                            FCRL6 (Fc Receptor Like 6) is a Protein Coding gene.                                            Diseases associated with FCRL6 include Viral Pneumonia.                                                                                        Gene Ontology (GO) annotations related to this gene include protein phosphatase binding.                                            An important paralog of this gene is FCRL3.","                                            FCRL6 (Fc Receptor Like 6) is a Protein Coding gene.                                            Diseases associated with FCRL6 include Viral Pneumonia.                                                                                        Gene Ontology (GO) annotations related to this gene include protein phosphatase binding.                                            An important paralog of this gene is FCRL3.","Acts as a MHC class II receptor (PubMed:20519654). When stimulated on its own, does not play a role in cytokine production or the release of cytotoxic granules by NK cells and cytotoxic CD8(+) T cells (PubMed:17213291, PubMed:18991291). Does not act as an Fc receptor (PubMed:18991291).
                         FCRL6_HUMAN,Q6DN72
                         ","Fri Aug 14 08:58:58 2020"
