"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"protein","LCAT","ENSG00000213398","This gene encodes the extracellular cholesterol esterifying enzyme, lecithin-cholesterol acyltransferase. The esterification of cholesterol is required for cholesterol transport. Mutations in this gene have been found to cause fish-eye disease as well as LCAT deficiency. [provided by RefSeq, Jul 2008]","                                            LCAT (Lecithin-Cholesterol Acyltransferase) is a Protein Coding gene.                                            Diseases associated with LCAT include Lecithin:Cholesterol Acyltransferase Deficiency and Fish-Eye Disease.                                            Among its related pathways are Lipoprotein metabolism and Statin Pathway.                                            Gene Ontology (GO) annotations related to this gene include O-acyltransferase activity and phosphatidylcholine-sterol O-acyltransferase activity.                                            An important paralog of this gene is PLA2G15.","Central enzyme in the extracellular metabolism of plasma lipoproteins. Synthesized mainly in the liver and secreted into plasma where it converts cholesterol and phosphatidylcholines (lecithins) to cholesteryl esters and lysophosphatidylcholines on the surface of high and low density lipoproteins (HDLs and LDLs) (PubMed:10329423, PubMed:19065001, PubMed:26195816). The cholesterol ester is then transported back to the liver. Has a preference for plasma 16:0-18:2 or 18:O-18:2 phosphatidylcholines (PubMed:8820107). Also produced in the brain by primary astrocytes, and esterifies free cholesterol on nascent APOE-containing lipoproteins secreted from glia and influences cerebral spinal fluid (CSF) APOE- and APOA1 levels. Together with APOE and the cholesterol transporter ABCA1, plays a key role in the maturation of glial-derived, nascent lipoproteins. Required for remodeling high-density lipoprotein particles into their spherical forms (PubMed:10722751). Catalyzes the hydrolysis of 1-O-alkyl-2-acetyl-sn-glycero-3-phosphocholine (platelet-activating factor or PAF) to 1-O-alkyl-sn-glycero-3-phosphocholine (lyso-PAF) (PubMed:8016111). Also catalyzes the transfer of the acetate group from PAF to 1-hexadecanoyl-sn-glycero-3-phosphocholine forming lyso-PAF (PubMed:8016111). Catalyzes the esterification of (24S)-hydroxycholesterol (24(S)OH-C), also known as cerebrosterol to produce 24(S)OH-C monoesters (PubMed:24620755).
                         LCAT_HUMAN,P04180
                         ","Tue Aug 18 07:15:12 2020"
"protein","APOA1","ENSG00000118137","This gene encodes apolipoprotein A-I, which is the major protein component of high density lipoprotein (HDL) in plasma. The encoded preproprotein is proteolytically processed to generate the mature protein, which promotes cholesterol efflux from tissues to the liver for excretion, and is a cofactor for lecithin cholesterolacyltransferase (LCAT), an enzyme responsible for the formation of most plasma cholesteryl esters. This gene is closely linked with two other apolipoprotein genes on chromosome 11. Defects in this gene are associated with HDL deficiencies, including Tangier disease, and with systemic non-neuropathic amyloidosis. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein. [provided by RefSeq, Dec 2015]","                                            APOA1 (Apolipoprotein A1) is a Protein Coding gene.                                            Diseases associated with APOA1 include Hypoalphalipoproteinemia, Primary, 2 and Amyloidosis, Familial Visceral.                                            Among its related pathways are Lipoprotein metabolism and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and lipid binding.                                            An important paralog of this gene is APOA4.","Participates in the reverse transport of cholesterol from tissues to the liver for excretion by promoting cholesterol efflux from tissues and by acting as a cofactor for the lecithin cholesterol acyltransferase (LCAT). As part of the SPAP complex, activates spermatozoa motility.
                         APOA1_HUMAN,P02647
                         ","Tue Aug 18 07:15:14 2020"
"protein","APOB","ENSG00000084674","This gene product is the main apolipoprotein of chylomicrons and low density lipoproteins (LDL), and is the ligand for the LDL receptor. It occurs in plasma as two main isoforms, apoB-48 and apoB-100: the former is synthesized exclusively in the gut and the latter in the liver. The intestinal and the hepatic forms of apoB are encoded by a single gene from a single, very long mRNA. The two isoforms share a common N-terminal sequence. The shorter apoB-48 protein is produced after RNA editing of the apoB-100 transcript at residue 2180 (CAA->UAA), resulting in the creation of a stop codon, and early translation termination. Mutations in this gene or its regulatory region cause hypobetalipoproteinemia, normotriglyceridemic hypobetalipoproteinemia, and hypercholesterolemia due to ligand-defective apoB, diseases affecting plasma cholesterol and apoB levels. [provided by RefSeq, Dec 2019]","                                            APOB (Apolipoprotein B) is a Protein Coding gene.                                            Diseases associated with APOB include Hypobetalipoproteinemia, Familial, 1 and Hypercholesterolemia, Familial, 2.                                            Among its related pathways are Activated TLR4 signalling and Lipoprotein metabolism.                                            Gene Ontology (GO) annotations related to this gene include binding and heparin binding.                                            ","Apolipoprotein B is a major protein constituent of chylomicrons (apo B-48), LDL (apo B-100) and VLDL (apo B-100). Apo B-100 functions as a recognition signal for the cellular binding and internalization of LDL particles by the apoB/E receptor.
                         APOB_HUMAN,P04114
                         ","Tue Aug 18 07:15:15 2020"
"protein","NOS2","ENSG00000007171","Nitric oxide is a reactive free radical which acts as a biologic mediator in several processes, including neurotransmission and antimicrobial and antitumoral activities. This gene encodes a nitric oxide synthase which is expressed in liver and is inducible by a combination of lipopolysaccharide and certain cytokines. Three related pseudogenes are located within the Smith-Magenis syndrome region on chromosome 17. [provided by RefSeq, Jul 2008]","                                            NOS2 (Nitric Oxide Synthase 2) is a Protein Coding gene.                                            Diseases associated with NOS2 include Malaria and Meningioma, Radiation-Induced.                                            Among its related pathways are Tuberculosis and VEGF Signaling.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and oxidoreductase activity.                                            An important paralog of this gene is NOS1.","Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body (PubMed:7531687, PubMed:7544004). In macrophages, NO mediates tumoricidal and bactericidal actions. Also has nitrosylase activity and mediates cysteine S-nitrosylation of cytoplasmic target proteins such PTGS2/COX2 (By similarity). As component of the iNOS-S100A8/9 transnitrosylase complex involved in the selective inflammatory stimulus-dependent S-nitrosylation of GAPDH on 'Cys-247' implicated in regulation of the GAIT complex activity and probably multiple targets including ANXA5, EZR, MSN and VIM (PubMed:25417112). Involved in inflammation, enhances the synthesis of proinflammatory mediators such as IL6 and IL8 (PubMed:19688109).
                         NOS2_HUMAN,P35228
                         ","Tue Aug 18 07:15:20 2020"
"protein","NOS1","ENSG00000089250","The protein encoded by this gene belongs to the family of nitric oxide synthases, which synthesize nitric oxide from L-arginine. Nitric oxide is a reactive free radical, which acts as a biologic mediator in several processes, including neurotransmission, and antimicrobial and antitumoral activities. In the brain and peripheral nervous system, nitric oxide displays many properties of a neurotransmitter, and has been implicated in neurotoxicity associated with stroke and neurodegenerative diseases, neural regulation of smooth muscle, including peristalsis, and penile erection. This protein is ubiquitously expressed, with high level of expression in skeletal muscle. Multiple transcript variants that differ in the 5' UTR have been described for this gene but the full-length nature of these transcripts is not known. Additionally, alternatively spliced transcript variants encoding different isoforms (some testis-specific) have been found for this gene.[provided by RefSeq, Feb 2011]","                                            NOS1 (Nitric Oxide Synthase 1) is a Protein Coding gene.                                            Diseases associated with NOS1 include Achalasia, Familial Esophageal and Pyloric Stenosis, Infantile Hypertrophic, 1.                                            Among its related pathways are Neuroscience and Association Between Physico-Chemical Features and Toxicity Associated Pathways.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and iron ion binding.                                            An important paralog of this gene is NOS3.","Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body. In the brain and peripheral nervous system, NO displays many properties of a neurotransmitter. Probably has nitrosylase activity and mediates cysteine S-nitrosylation of cytoplasmic target proteins such SRR.
                         NOS1_HUMAN,P29475
                         ","Tue Aug 18 07:15:21 2020"
"protein","CACNA1B","ENSG00000148408","The protein encoded by this gene is the pore-forming subunit of an N-type voltage-dependent calcium channel, which controls neurotransmitter release from neurons. The encoded protein forms a complex with alpha-2, beta, and delta subunits to form the high-voltage activated channel. This channel is sensitive to omega-conotoxin-GVIA and omega-agatoxin-IIIA but insensitive to dihydropyridines. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2011]","                                            CACNA1B (Calcium Voltage-Gated Channel Subunit Alpha1 B) is a Protein Coding gene.                                            Diseases associated with CACNA1B include Neurodevelopmental Disorder With Seizures And Nonepileptic Hyperkinetic Movements and Undetermined Early-Onset Epileptic Encephalopathy.                                            Among its related pathways are Nicotine addiction and ADP signalling through P2Y purinoceptor 12.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and ion channel activity.                                            An important paralog of this gene is CACNA1A.","Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1B gives rise to N-type calcium currents. N-type calcium channels belong to the 'high-voltage activated' (HVA) group and are specifically blocked by omega-conotoxin-GVIA (AC P01522) (AC P01522) (By similarity). They are however insensitive to dihydropyridines (DHP). Calcium channels containing alpha-1B subunit may play a role in directed migration of immature neurons.
                         CAC1B_HUMAN,Q00975
                         ","Tue Aug 18 07:15:21 2020"
"protein","PNMT","ENSG00000141744","The product of this gene catalyzes the last step of the catecholamine biosynthesis pathway, which methylates norepinephrine to form epinephrine (adrenaline). The enzyme also has beta-carboline 2N-methyltransferase activity. This gene is thought to play a key step in regulating epinephrine production. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Nov 2012]","                                            PNMT (Phenylethanolamine N-Methyltransferase) is a Protein Coding gene.                                            Diseases associated with PNMT include Extra-Adrenal Pheochromocytoma and Von Hippel-Lindau Syndrome.                                            Among its related pathways are Tyrosine metabolism and Biogenic Amine Synthesis.                                            Gene Ontology (GO) annotations related to this gene include methyltransferase activity and phenylethanolamine N-methyltransferase activity.                                            An important paralog of this gene is NNMT.","Converts noradrenaline to adrenaline.
                         PNMT_HUMAN,P11086
                         ","Tue Aug 18 07:15:22 2020"
"protein","DBH","ENSG00000123454","The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]","                                            DBH (Dopamine Beta-Hydroxylase) is a Protein Coding gene.                                            Diseases associated with DBH include Orthostatic Hypotension 1 and Pure Autonomic Failure.                                            Among its related pathways are Neuroscience and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include copper ion binding and L-ascorbic acid binding.                                            An important paralog of this gene is MOXD1.","Conversion of dopamine to noradrenaline.
                         DOPO_HUMAN,P09172
                         ","Tue Aug 18 07:15:23 2020"
"protein","SDHB","ENSG00000117118","Complex II of the respiratory chain, which is specifically involved in the oxidation of succinate, carries electrons from FADH to CoQ. The complex is composed of four nuclear-encoded subunits and is localized in the mitochondrial inner membrane. The iron-sulfur subunit is highly conserved and contains three cysteine-rich clusters which may comprise the iron-sulfur centers of the enzyme. Sporadic and familial mutations in this gene result in paragangliomas and pheochromocytoma, and support a link between mitochondrial dysfunction and tumorigenesis. [provided by RefSeq, Jul 2008]","                                            SDHB (Succinate Dehydrogenase Complex Iron Sulfur Subunit B) is a Protein Coding gene.                                            Diseases associated with SDHB include Paragangliomas 4 and Paraganglioma And Gastric Stromal Sarcoma.                                            Among its related pathways are Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. and Parkinson disease.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and 4 iron, 4 sulfur cluster binding.                                            ","Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q).
                         SDHB_HUMAN,P21912
                         ","Tue Aug 18 07:15:24 2020"
"protein","SERPINA6","ENSG00000170099","This gene encodes an alpha-globulin protein with corticosteroid-binding properties. This is the major transport protein for glucorticoids and progestins in the blood of most vertebrates. The gene localizes to a chromosomal region containing several closely related serine protease inhibitors which may have evolved by duplication events. [provided by RefSeq, Jul 2008]","                                            SERPINA6 (Serpin Family A Member 6) is a Protein Coding gene.                                            Diseases associated with SERPINA6 include Corticosteroid-Binding Globulin Deficiency and Hyperthyroidism.                                            Among its related pathways are Glucocorticoid Pathway (Peripheral Tissue), Pharmacodynamics.                                            Gene Ontology (GO) annotations related to this gene include serine-type endopeptidase inhibitor activity and steroid binding.                                            An important paralog of this gene is SERPINA3.","Major transport protein for glucocorticoids and progestins in the blood of almost all vertebrate species.
                         CBG_HUMAN,P08185
                         ","Tue Aug 18 07:15:24 2020"
"protein","HLA-DRB1","ENSG00000196126","HLA-DRB1 belongs to the HLA class II beta chain paralogs. The class II molecule is a heterodimer consisting of an alpha (DRA) and a beta chain (DRB), both anchored in the membrane. It plays a central role in the immune system by presenting peptides derived from extracellular proteins. Class II molecules are expressed in antigen presenting cells. The beta chain is approximately 26-28 kDa. It is encoded by 6 exons. Exon one encodes the leader peptide; exons 2 and 3 encode the two extracellular domains; exon 4 encodes the transmembrane domain; and exon 5 encodes the cytoplasmic tail. Within the DR molecule the beta chain contains all the polymorphisms specifying the peptide binding specificities. Hundreds of DRB1 alleles have been described and some alleles have increased frequencies associated with certain diseases. There are multiple pseudogenes of this gene. [provided by RefSeq, Feb 2020]","                                            HLA-DRB1 (Major Histocompatibility Complex, Class II, DR Beta 1) is a Protein Coding gene.                                            Diseases associated with HLA-DRB1 include Sarcoidosis 1 and Multiple Sclerosis.                                            Among its related pathways are TCR Signaling (Qiagen) and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include peptide antigen binding and MHC class II receptor activity.                                            An important paralog of this gene is HLA-DRB5.","A beta chain of antigen-presenting major histocompatibility complex class II (MHCII) molecule. In complex with the alpha chain HLA-DRA, displays antigenic peptides on professional antigen presenting cells (APCs) for recognition by alpha-beta T cell receptor (TCR) on HLA-DRB1-restricted CD4-positive T cells. This guides antigen-specific T helper effector functions, both antibody-mediated immune response and macrophage activation, to ultimately eliminate the infectious agents and transformed cells (PubMed:29884618, PubMed:22327072, PubMed:27591323, PubMed:8642306, PubMed:15265931, PubMed:31495665). Typically presents extracellular peptide antigens of 10 to 30 amino acids that arise from proteolysis of endocytosed antigens in lysosomes (PubMed:8145819). In the tumor microenvironment, presents antigenic peptides that are primarily generated in tumor-resident APCs likely via phagocytosis of apoptotic tumor cells or macropinocytosis of secreted tumor proteins (PubMed:31495665). The selection of the immunodominant epitopes follows two processing modes: 'bind first, cut/trim later' for pathogen-derived antigenic peptides and 'cut first, bind later' for autoantigens/self-peptides (PubMed:25413013). The anchor residue at position 1 of the peptide N-terminus, usually a large hydrophobic residue, is essential for high affinity interaction with MHCII molecules (PubMed:8145819).
                         DRB_HUMAN,P01911
                         ","Tue Aug 18 07:15:25 2020"
"protein","TNF","ENSG00000232810","This gene encodes a multifunctional proinflammatory cytokine that belongs to the tumor necrosis factor (TNF) superfamily. This cytokine is mainly secreted by macrophages. It can bind to, and thus functions through its receptors TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. This cytokine is involved in the regulation of a wide spectrum of biological processes including cell proliferation, differentiation, apoptosis, lipid metabolism, and coagulation. This cytokine has been implicated in a variety of diseases, including autoimmune diseases, insulin resistance, and cancer. Knockout studies in mice also suggested the neuroprotective function of this cytokine. [provided by RefSeq, Jul 2008]","                                            TNF (Tumor Necrosis Factor) is a Protein Coding gene.                                            Diseases associated with TNF include Asthma and Malaria.                                            Among its related pathways are Apoptosis Modulation and Signaling and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and cytokine activity.                                            An important paralog of this gene is LTB.","Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T-cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 (PP1), which dephosphorylates the key 'Ser-418' residue of FOXP3, thereby inactivating FOXP3 and rendering Treg cells functionally defective (PubMed:23396208). Key mediator of cell death in the anticancer action of BCG-stimulated neutrophils in combination with DIABLO/SMAC mimetic in the RT4v6 bladder cancer cell line (PubMed:22517918, PubMed:16829952, PubMed:23396208). Induces insulin resistance in adipocytes via inhibition of insulin-induced IRS1 tyrosine phosphorylation and insulin-induced glucose uptake. Induces GKAP42 protein degradation in adipocytes which is partially responsible for TNF-induced insulin resistance (By similarity).
                         TNFA_HUMAN,P01375
                         ","Tue Aug 18 07:15:26 2020"
