"EnsemblID","proteinType","proteinSearched","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","convalescent","healthy1","healthy2","healthy3","healthy4","healthy5","healthy6","healthy7","healthy8","healthy9","healthy10","healthy11","healthy12","healthy13","healthy14","healthy15","healthy16","healthy17","moderate1","moderate2","moderate3","moderate4","severe1","severe2","severe3","severe4","severe5","severe6","severe7","severe8","ICU1","ICU2","ICU3","ICU4","healthy_mean","moderate_mean","severe_mean","ICU_mean","mod_health_foldChange","sevr_health_foldChange","ICU_health_foldChange","monotonicIncrease","monotonicDecrease"
"ENSG00000140009","ESR2","estrogen","This gene encodes a member of the family of estrogen receptors and superfamily of nuclear receptor transcription factors. The gene product contains an N-terminal DNA binding domain and C-terminal ligand binding domain and is localized to the nucleus, cytoplasm, and mitochondria. Upon binding to 17beta-estradiol or related ligands, the encoded protein forms homo- or hetero-dimers that interact with specific DNA sequences to activate transcription. Some isoforms dominantly inhibit the activity of other estrogen receptor family members. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been fully characterized. [provided by RefSeq, Jul 2008]","                                            ESR2 (Estrogen Receptor 2) is a Protein Coding gene.                                            Diseases associated with ESR2 include Ovarian Dysgenesis 8 and Thyroid Carcinoma, Familial Medullary.                                            Among its related pathways are Chks in Checkpoint Regulation and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and enzyme binding.                                            An important paralog of this gene is ESR1.","Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.
                         ESR2_HUMAN,Q92731
                         ",21,20,35,33,31,10,9,39,31,16,26,20,24,42,24,33,19,20,35,31,32,25,17,51,33,6,12,29,39,92,28,20,19,20,25.4117647058824,30.75,34.875,21.75,1.21006944444444,1.37239583333333,0.855902777777778,0,0
"ENSG00000140443","IGF1R","insulin","This receptor binds insulin-like growth factor with a high affinity. It has tyrosine kinase activity. The insulin-like growth factor I receptor plays a critical role in transformation events. Cleavage of the precursor generates alpha and beta subunits. It is highly overexpressed in most malignant tissues where it functions as an anti-apoptotic agent by enhancing cell survival. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2014]","                                            IGF1R (Insulin Like Growth Factor 1 Receptor) is a Protein Coding gene.                                            Diseases associated with IGF1R include Insulin-Like Growth Factor I and Ring Chromosome 15.                                            Among its related pathways are Apoptosis Modulation and Signaling and Transcriptional misregulation in cancer.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and protein kinase activity.                                            An important paralog of this gene is INSR.","Receptor tyrosine kinase which mediates actions of insulin-like growth factor 1 (IGF1). Binds IGF1 with high affinity and IGF2 and insulin (INS) with a lower affinity. The activated IGF1R is involved in cell growth and survival control. IGF1R is crucial for tumor transformation and survival of malignant cell. Ligand binding activates the receptor kinase, leading to receptor autophosphorylation, and tyrosines phosphorylation of multiple substrates, that function as signaling adapter proteins including, the insulin-receptor substrates (IRS1/2), Shc and 14-3-3 proteins. Phosphorylation of IRSs proteins lead to the activation of two main signaling pathways: the PI3K-AKT/PKB pathway and the Ras-MAPK pathway. The result of activating the MAPK pathway is increased cellular proliferation, whereas activating the PI3K pathway inhibits apoptosis and stimulates protein synthesis. Phosphorylated IRS1 can activate the 85 kDa regulatory subunit of PI3K (PIK3R1), leading to activation of several downstream substrates, including protein AKT/PKB. AKT phosphorylation, in turn, enhances protein synthesis through mTOR activation and triggers the antiapoptotic effects of IGFIR through phosphorylation and inactivation of BAD. In parallel to PI3K-driven signaling, recruitment of Grb2/SOS by phosphorylated IRS1 or Shc leads to recruitment of Ras and activation of the ras-MAPK pathway. In addition to these two main signaling pathways IGF1R signals also through the Janus kinase/signal transducer and activator of transcription pathway (JAK/STAT). Phosphorylation of JAK proteins can lead to phosphorylation/activation of signal transducers and activators of transcription (STAT) proteins. In particular activation of STAT3, may be essential for the transforming activity of IGF1R. The JAK/STAT pathway activates gene transcription and may be responsible for the transforming activity. JNK kinases can also be activated by the IGF1R. IGF1 exerts inhibiting activities on JNK activation via phosphorylation and inhibition of MAP3K5/ASK1, which is able to directly associate with the IGF1R.
                         IGF1R_HUMAN,P08069
                         ",248,211,247,176,275,354,188,317,299,514,161,187,229,301,485,412,241,419,164,105,219,344,135,196,151,112,128,132,477,348,120,195,267,132,295.058823529412,208,209.875,178.5,0.704944178628389,0.711298843700159,0.604964114832536,0,0
"ENSG00000141744","PNMT","adrenaline","The product of this gene catalyzes the last step of the catecholamine biosynthesis pathway, which methylates norepinephrine to form epinephrine (adrenaline). The enzyme also has beta-carboline 2N-methyltransferase activity. This gene is thought to play a key step in regulating epinephrine production. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Nov 2012]","                                            PNMT (Phenylethanolamine N-Methyltransferase) is a Protein Coding gene.                                            Diseases associated with PNMT include Extra-Adrenal Pheochromocytoma and Von Hippel-Lindau Syndrome.                                            Among its related pathways are Tyrosine metabolism and Biogenic Amine Synthesis.                                            Gene Ontology (GO) annotations related to this gene include methyltransferase activity and phenylethanolamine N-methyltransferase activity.                                            An important paralog of this gene is NNMT.","Converts noradrenaline to adrenaline.
                         PNMT_HUMAN,P11086
                         ",1,5,4,0,2,4,4,9,3,0,4,1,0,0,1,2,0,1,6,11,4,14,1,6,5,7,7,2,7,2,4,6,2,1,2.35294117647059,8.75,4.625,3.25,3.71875,1.965625,1.38125,0,1
"ENSG00000142319","SLC6A3","dopamine","This gene encodes a dopamine transporter which is a member of the sodium- and chloride-dependent neurotransmitter transporter family. The 3' UTR of this gene contains a 40 bp tandem repeat, referred to as a variable number tandem repeat or VNTR, which can be present in 3 to 11 copies. Variation in the number of repeats is associated with idiopathic epilepsy, attention-deficit hyperactivity disorder, dependence on alcohol and cocaine, susceptibility to Parkinson disease and protection against nicotine dependence.[provided by RefSeq, Nov 2009]","                                            SLC6A3 (Solute Carrier Family 6 Member 3) is a Protein Coding gene.                                            Diseases associated with SLC6A3 include Parkinsonism-Dystonia, Infantile, 1 and Tobacco Addiction.                                            Among its related pathways are Monoamine Transport and Synaptic vesicle cycle.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and protein N-terminus binding.                                            An important paralog of this gene is SLC6A2.","Amine transporter. Terminates the action of dopamine by its high affinity sodium-dependent reuptake into presynaptic terminals.
                         SC6A3_HUMAN,Q01959
                         ",3,0,0,0,0,10,1,0,0,5,0,0,0,0,1,0,2,1,1,2,2,2,3,3,1,0,3,3,2,2,0,7,5,3,1.17647058823529,1.75,2.125,3.75,1.4875,1.80625,3.1875,1,0
"ENSG00000147437","GNRH1","testosterone","This gene encodes a preproprotein that is proteolytically processed to generate a peptide that is a member of the gonadotropin-releasing hormone (GnRH) family of peptides. Alternative splicing results in multiple transcript variants, at least one of which is secreted and then cleaved to generate gonadoliberin-1 and GnRH-associated peptide 1. Gonadoliberin-1 stimulates the release of luteinizing and follicle stimulating hormones, which are important for reproduction. Mutations in this gene are associated with hypogonadotropic hypogonadism. [provided by RefSeq, Nov 2015]","                                            GNRH1 (Gonadotropin Releasing Hormone 1) is a Protein Coding gene.                                            Diseases associated with GNRH1 include Hypogonadotropic Hypogonadism 12 With Or Without Anosmia and Normosmic Congenital Hypogonadotropic Hypogonadism.                                            Among its related pathways are Integrin Pathway and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and gonadotropin hormone-releasing hormone activity.                                            An important paralog of this gene is GNRH2.","Stimulates the secretion of gonadotropins; it stimulates the secretion of both luteinizing and follicle-stimulating hormones.
                         GON1_HUMAN,P01148
                         ",12,5,7,6,11,9,10,14,9,9,5,8,9,14,6,6,4,7,16,9,8,9,7,14,2,3,0,5,11,9,3,3,7,12,8.17647058823529,10.5,6.375,6.25,1.2841726618705,0.779676258992806,0.764388489208633,0,1
"ENSG00000147804","SLC39A4","zinc","This gene encodes a member of the zinc/iron-regulated transporter-like protein (ZIP) family. The encoded protein localizes to cell membranes and is required for zinc uptake in the intestine. Mutations in this gene result in acrodermatitis enteropathica. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2013]","                                            SLC39A4 (Solute Carrier Family 39 Member 4) is a Protein Coding gene.                                            Diseases associated with SLC39A4 include Acrodermatitis Enteropathica, Zinc-Deficiency Type and Acrodermatitis.                                            Among its related pathways are Metal ion SLC transporters and NRF2 pathway.                                            Gene Ontology (GO) annotations related to this gene include metal ion transmembrane transporter activity and zinc ion transmembrane transporter activity.                                            An important paralog of this gene is SLC39A12.","Plays an important role in cellular zinc homeostasis as a zinc transporter. Regulated in response to zinc availability (By similarity).
                         S39A4_HUMAN,Q6P5W5
                         ",179,182,164,99,74,206,260,168,142,162,196,227,103,118,183,143,119,183,132,107,198,106,112,231,171,87,93,56,195,184,77,148,85,63,160.529411764706,135.75,141.125,93.25,0.845639428362037,0.879122389153536,0.580890436057164,0,0
"ENSG00000148408","CACNA1B","omega-3s","The protein encoded by this gene is the pore-forming subunit of an N-type voltage-dependent calcium channel, which controls neurotransmitter release from neurons. The encoded protein forms a complex with alpha-2, beta, and delta subunits to form the high-voltage activated channel. This channel is sensitive to omega-conotoxin-GVIA and omega-agatoxin-IIIA but insensitive to dihydropyridines. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2011]","                                            CACNA1B (Calcium Voltage-Gated Channel Subunit Alpha1 B) is a Protein Coding gene.                                            Diseases associated with CACNA1B include Neurodevelopmental Disorder With Seizures And Nonepileptic Hyperkinetic Movements and Undetermined Early-Onset Epileptic Encephalopathy.                                            Among its related pathways are Nicotine addiction and ADP signalling through P2Y purinoceptor 12.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and ion channel activity.                                            An important paralog of this gene is CACNA1A.","Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1B gives rise to N-type calcium currents. N-type calcium channels belong to the 'high-voltage activated' (HVA) group and are specifically blocked by omega-conotoxin-GVIA (AC P01522) (AC P01522) (By similarity). They are however insensitive to dihydropyridines (DHP). Calcium channels containing alpha-1B subunit may play a role in directed migration of immature neurons.
                         CAC1B_HUMAN,Q00975
                         ",1,1,2,0,2,0,0,0,0,0,2,0,0,2,4,4,1,4,2,1,6,4,3,3,2,0,0,2,7,3,2,13,12,4,1.29411764705882,3.25,2.5,7.75,2.51136363636364,1.93181818181818,5.98863636363636,0,0
"ENSG00000149295","DRD2","dopamine","This gene encodes the D2 subtype of the dopamine receptor. This G-protein coupled receptor inhibits adenylyl cyclase activity. A missense mutation in this gene causes myoclonus dystonia; other mutations have been associated with schizophrenia. Alternative splicing of this gene results in two transcript variants encoding different isoforms. A third variant has been described, but it has not been determined whether this form is normal or due to aberrant splicing. [provided by RefSeq, Jul 2008]","                                            DRD2 (Dopamine Receptor D2) is a Protein Coding gene.                                            Diseases associated with DRD2 include Cocaine Dependence and Substance Dependence.                                            Among its related pathways are Signaling by GPCR and Ras signaling pathway.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and identical protein binding.                                            An important paralog of this gene is ADRA2A.","Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase.
                         DRD2_HUMAN,P14416
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,4,1,0,0,1,1,1,0,1,0,10,2,1,0.352941176470588,1.25,0.625,3.25,3.54166666666667,1.77083333333333,9.20833333333333,0,0
"ENSG00000151611","MMAA","vitamin-b12","The protein encoded by this gene is involved in the translocation of cobalamin into the mitochondrion, where it is used in the final steps of adenosylcobalamin synthesis. Adenosylcobalamin is a coenzyme required for the activity of methylmalonyl-CoA mutase. Defects in this gene are a cause of methylmalonic aciduria. [provided by RefSeq, Jul 2008]","                                            MMAA (Metabolism Of Cobalamin Associated A) is a Protein Coding gene.                                            Diseases associated with MMAA include Methylmalonic Aciduria, Cbla Type and Methylmalonic Acidemia.                                            Among its related pathways are Metabolism of water-soluble vitamins and cofactors and Mitochondrial Fatty Acid Beta-Oxidation.                                            Gene Ontology (GO) annotations related to this gene include GTP binding and hydrolase activity.                                            An important paralog of this gene is MMUT.","GTPase, binds and hydrolyzes GTP (PubMed:28497574, PubMed:20876572). Involved in intracellular vitamin B12 metabolism, mediates the transport of cobalamin (Cbl) into mitochondria for the final steps of adenosylcobalamin (AdoCbl) synthesis. Functions as a G-protein chaperone that assists AdoCbl cofactor delivery from MMAB to the methylmalonyl-CoA mutase (MMUT) and reactivation of the enzyme during catalysis (PubMed:28497574, PubMed:20876572).
                         MMAA_HUMAN,Q8IVH4
                         ",138,102,114,141,128,185,122,129,141,168,191,130,68,79,123,106,108,94,120,95,91,33,61,81,75,90,99,61,172,54,56,44,43,132,125.235294117647,84.75,86.625,68.75,0.676726162517614,0.691697980272428,0.548966651009864,0,0
"ENSG00000152266","PTH","calcium","This gene encodes a member of the parathyroid family of proteins. The encoded preproprotein is proteolytically processed to generate a protein that binds to the parathyroid hormone/parathyroid hormone-related peptide receptor and regulates blood calcium and phosphate levels. Excess production of the encoded protein, known as hyperparathyroidism, can result in hypercalcemia and kidney stones. On the other hand, defective processing of the encoded protein may lead to hypoparathyroidism, which can result in hypocalcemia and numbness. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]","                                            PTH (Parathyroid Hormone) is a Protein Coding gene.                                            Diseases associated with PTH include Hypoparathyroidism, Familial Isolated, 1 and Familial Isolated Hypoparathyroidism.                                            Among its related pathways are Development_Hedgehog and PTH signaling pathways in bone and cartilage development and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and peptide hormone receptor binding.                                            ","PTH elevates calcium level by dissolving the salts in bone and preventing their renal excretion. Stimulates [1-14C]-2-deoxy-D-glucose (2DG) transport and glycogen synthesis in osteoblastic cells.
                         PTHY_HUMAN,P01270
                         ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.117647058823529,0.25,0.125,0.25,2.125,1.0625,2.125,0,0
"ENSG00000154122","ANKH","calcium","This gene encodes a multipass transmembrane protein that is expressed in joints and other tissues and controls pyrophosphate levels in cultured cells. Progressive ankylosis-mediated control of pyrophosphate levels has been suggested as a possible mechanism regulating tissue calcification and susceptibility to arthritis in higher animals. Mutations in this gene have been associated with autosomal dominant craniometaphyseal dysplasia. [provided by RefSeq, Jul 2008]","                                            ANKH (ANKH Inorganic Pyrophosphate Transport Regulator) is a Protein Coding gene.                                            Diseases associated with ANKH include Craniometaphyseal Dysplasia, Autosomal Dominant and Chondrocalcinosis 2.                                            Among its related pathways are Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds and Miscellaneous transport and binding events.                                            Gene Ontology (GO) annotations related to this gene include inorganic phosphate transmembrane transporter activity and inorganic diphosphate transmembrane transporter activity.                                            ","Regulates intra- and extracellular levels of inorganic pyrophosphate (PPi), probably functioning as PPi transporter.
                         ANKH_HUMAN,Q9HCJ1
                         ",918,1132,1356,996,1339,1223,815,1188,1133,1219,1344,1075,907,1228,1331,1236,1026,1086,799,519,1083,1162,515,766,782,271,316,462,1132,866,568,468,357,941,1154.94117647059,890.75,638.75,583.5,0.771251400631558,0.553058470001019,0.505220535805236,0,1
"ENSG00000158014","SLC30A2","zinc","The protein encoded by this gene is a zinc transporter that acts as a homodimer. The encoded protein plays a role in secreting zinc into breast milk. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2015]","                                            SLC30A2 (Solute Carrier Family 30 Member 2) is a Protein Coding gene.                                            Diseases associated with SLC30A2 include Zinc Deficiency, Transient Neonatal and Acrodermatitis Enteropathica, Zinc-Deficiency Type.                                            Among its related pathways are Metal ion SLC transporters and Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds.                                            Gene Ontology (GO) annotations related to this gene include cation transmembrane transporter activity.                                            An important paralog of this gene is SLC30A3.","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,8,3,2,0,0,0,1,2,3,0,0,2,3,1,0.176470588235294,3,1,1.5,17,5.66666666666667,8.5,0,0
"ENSG00000168412","MTNR1A","melatonin","This gene encodes one of two high affinity forms of a receptor for melatonin, the primary hormone secreted by the pineal gland. This receptor is a G-protein coupled, 7-transmembrane receptor that is responsible for melatonin effects on mammalian circadian rhythm and reproductive alterations affected by day length. The receptor is an integral membrane protein that is readily detectable and localized to two specific regions of the brain. The hypothalamic suprachiasmatic nucleus appears to be involved in circadian rhythm while the hypophysial pars tuberalis may be responsible for the reproductive effects of melatonin. [provided by RefSeq, Jul 2008]","                                            MTNR1A (Melatonin Receptor 1A) is a Protein Coding gene.                                            Diseases associated with MTNR1A include Delayed Sleep Phase Disorder and Periodic Limb Movement Disorder.                                            Among its related pathways are Signaling by GPCR and Peptide ligand-binding receptors.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and melatonin receptor activity.                                            An important paralog of this gene is MTNR1B.","High affinity receptor for melatonin. Likely to mediate the reproductive and circadian actions of melatonin. The activity of this receptor is mediated by pertussis toxin sensitive G proteins that inhibit adenylate cyclase activity.
                         MTR1A_HUMAN,P48039
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.25,0.125,0.25,0.25,0.125,0.25,0,0
"ENSG00000170099","SERPINA6","corticosteroids","This gene encodes an alpha-globulin protein with corticosteroid-binding properties. This is the major transport protein for glucorticoids and progestins in the blood of most vertebrates. The gene localizes to a chromosomal region containing several closely related serine protease inhibitors which may have evolved by duplication events. [provided by RefSeq, Jul 2008]","                                            SERPINA6 (Serpin Family A Member 6) is a Protein Coding gene.                                            Diseases associated with SERPINA6 include Corticosteroid-Binding Globulin Deficiency and Hyperthyroidism.                                            Among its related pathways are Glucocorticoid Pathway (Peripheral Tissue), Pharmacodynamics.                                            Gene Ontology (GO) annotations related to this gene include serine-type endopeptidase inhibitor activity and steroid binding.                                            An important paralog of this gene is SERPINA3.","Major transport protein for glucocorticoids and progestins in the blood of almost all vertebrate species.
                         CBG_HUMAN,P08185
                         ",0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,1,0,0,1,4,0,0.235294117647059,1.25,0.25,1.25,5.3125,1.0625,5.3125,0,0
"ENSG00000171105","INSR","insulin","This gene encodes a member of the receptor tyrosine kinase family of proteins. The encoded preproprotein is proteolytically processed to generate alpha and beta subunits that form a heterotetrameric receptor. Binding of insulin or other ligands to this receptor activates the insulin signaling pathway, which regulates glucose uptake and release, as well as the synthesis and storage of carbohydrates, lipids and protein. Mutations in this gene underlie the inherited severe insulin resistance syndromes including type A insulin resistance syndrome, Donohue syndrome and Rabson-Mendenhall syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]","                                            INSR (Insulin Receptor) is a Protein Coding gene.                                            Diseases associated with INSR include Donohue Syndrome and Hyperinsulinemic Hypoglycemia, Familial, 5.                                            Among its related pathways are RET signaling and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and protein tyrosine kinase activity.                                            An important paralog of this gene is IGF1R.","Receptor tyrosine kinase which mediates the pleiotropic actions of insulin. Binding of insulin leads to phosphorylation of several intracellular substrates, including, insulin receptor substrates (IRS1, 2, 3, 4), SHC, GAB1, CBL and other signaling intermediates. Each of these phosphorylated proteins serve as docking proteins for other signaling proteins that contain Src-homology-2 domains (SH2 domain) that specifically recognize different phosphotyrosine residues, including the p85 regulatory subunit of PI3K and SHP2. Phosphorylation of IRSs proteins lead to the activation of two main signaling pathways: the PI3K-AKT/PKB pathway, which is responsible for most of the metabolic actions of insulin, and the Ras-MAPK pathway, which regulates expression of some genes and cooperates with the PI3K pathway to control cell growth and differentiation. Binding of the SH2 domains of PI3K to phosphotyrosines on IRS1 leads to the activation of PI3K and the generation of phosphatidylinositol-(3, 4, 5)-triphosphate (PIP3), a lipid second messenger, which activates several PIP3-dependent serine/threonine kinases, such as PDPK1 and subsequently AKT/PKB. The net effect of this pathway is to produce a translocation of the glucose transporter SLC2A4/GLUT4 from cytoplasmic vesicles to the cell membrane to facilitate glucose transport. Moreover, upon insulin stimulation, activated AKT/PKB is responsible for: anti-apoptotic effect of insulin by inducing phosphorylation of BAD; regulates the expression of gluconeogenic and lipogenic enzymes by controlling the activity of the winged helix or forkhead (FOX) class of transcription factors. Another pathway regulated by PI3K-AKT/PKB activation is mTORC1 signaling pathway which regulates cell growth and metabolism and integrates signals from insulin. AKT mediates insulin-stimulated protein synthesis by phosphorylating TSC2 thereby activating mTORC1 pathway. The Ras/RAF/MAP2K/MAPK pathway is mainly involved in mediating cell growth, survival and cellular differentiation of insulin. Phosphorylated IRS1 recruits GRB2/SOS complex, which triggers the activation of the Ras/RAF/MAP2K/MAPK pathway. In addition to binding insulin, the insulin receptor can bind insulin-like growth factors (IGFI and IGFII). Isoform Short has a higher affinity for IGFII binding. When present in a hybrid receptor with IGF1R, binds IGF1. PubMed:12138094 shows that hybrid receptors composed of IGF1R and INSR isoform Long are activated with a high affinity by IGF1, with low affinity by IGF2 and not significantly activated by insulin, and that hybrid receptors composed of IGF1R and INSR isoform Short are activated by IGF1, IGF2 and insulin. In contrast, PubMed:16831875 shows that hybrid receptors composed of IGF1R and INSR isoform Long and hybrid receptors composed of IGF1R and INSR isoform Short have similar binding characteristics, both bind IGF1 and have a low affinity for insulin. In adipocytes, inhibits lipolysis (By similarity).
                         INSR_HUMAN,P06213
                         ",309,366,325,322,273,329,572,359,439,256,348,229,263,415,278,395,303,297,146,101,253,187,372,203,173,508,248,285,367,267,353,272,460,290,339.352941176471,171.75,302.875,343.75,0.506110244409776,0.892507366961345,1.01295718495406,1,0
"ENSG00000172179","PRL","prolactin","This gene encodes the anterior pituitary hormone prolactin. This secreted hormone is a growth regulator for many tissues, including cells of the immune system. It may also play a role in cell survival by suppressing apoptosis, and it is essential for lactation. Alternative splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Aug 2011]","                                            PRL (Prolactin) is a Protein Coding gene.                                            Diseases associated with PRL include Impotence and Pituitary Gland Disease.                                            Among its related pathways are Prolactin Signaling Pathway and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and prolactin receptor binding.                                            An important paralog of this gene is CSH2.","Prolactin acts primarily on the mammary gland by promoting lactation.
                         PRL_HUMAN,P01236
                         ",1,1,1,0,0,4,1,0,1,4,0,0,0,11,2,1,0,1,1,0,2,0,4,3,2,6,0,0,0,1,0,7,1,1,1.58823529411765,0.75,2,2.25,0.472222222222222,1.25925925925926,1.41666666666667,1,0
"ENSG00000196126","HLA-DRB1","corticosteroids","HLA-DRB1 belongs to the HLA class II beta chain paralogs. The class II molecule is a heterodimer consisting of an alpha (DRA) and a beta chain (DRB), both anchored in the membrane. It plays a central role in the immune system by presenting peptides derived from extracellular proteins. Class II molecules are expressed in antigen presenting cells. The beta chain is approximately 26-28 kDa. It is encoded by 6 exons. Exon one encodes the leader peptide; exons 2 and 3 encode the two extracellular domains; exon 4 encodes the transmembrane domain; and exon 5 encodes the cytoplasmic tail. Within the DR molecule the beta chain contains all the polymorphisms specifying the peptide binding specificities. Hundreds of DRB1 alleles have been described and some alleles have increased frequencies associated with certain diseases. There are multiple pseudogenes of this gene. [provided by RefSeq, Feb 2020]","                                            HLA-DRB1 (Major Histocompatibility Complex, Class II, DR Beta 1) is a Protein Coding gene.                                            Diseases associated with HLA-DRB1 include Sarcoidosis 1 and Multiple Sclerosis.                                            Among its related pathways are TCR Signaling (Qiagen) and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include peptide antigen binding and MHC class II receptor activity.                                            An important paralog of this gene is HLA-DRB5.","A beta chain of antigen-presenting major histocompatibility complex class II (MHCII) molecule. In complex with the alpha chain HLA-DRA, displays antigenic peptides on professional antigen presenting cells (APCs) for recognition by alpha-beta T cell receptor (TCR) on HLA-DRB1-restricted CD4-positive T cells. This guides antigen-specific T helper effector functions, both antibody-mediated immune response and macrophage activation, to ultimately eliminate the infectious agents and transformed cells (PubMed:29884618, PubMed:22327072, PubMed:27591323, PubMed:8642306, PubMed:15265931, PubMed:31495665). Typically presents extracellular peptide antigens of 10 to 30 amino acids that arise from proteolysis of endocytosed antigens in lysosomes (PubMed:8145819). In the tumor microenvironment, presents antigenic peptides that are primarily generated in tumor-resident APCs likely via phagocytosis of apoptotic tumor cells or macropinocytosis of secreted tumor proteins (PubMed:31495665). The selection of the immunodominant epitopes follows two processing modes: 'bind first, cut/trim later' for pathogen-derived antigenic peptides and 'cut first, bind later' for autoantigens/self-peptides (PubMed:25413013). The anchor residue at position 1 of the peptide N-terminus, usually a large hydrophobic residue, is essential for high affinity interaction with MHCII molecules (PubMed:8145819).
                         DRB_HUMAN,P01911
                         ",22613,23222,23534,22858,24070,24689,35126,28235,19984,18466,19245,45868,27691,23078,14478,24977,27734,26294,23833,14851,24068,14238,20582,20258,21375,18833,15768,10786,21636,28453,16930,10650,18622,14835,25267.5882352941,19247.5,19711.375,15259.25,0.761746622620469,0.78010512188365,0.603906073579498,0,0
